EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION	REAGENT_ACCESSION
ES86560	EXP3727	ESR4495
ES86559	EXP3727	ESR4325
ES86556	EXP3727	ESR4256
ES86555	EXP3727	ESR4256
ES86554	EXP3727	ESR4256
ES86553	EXP3727	ESR4220
ES86552	EXP3727	ESR4236
ES86567	EXP3727	ESR4232
ES86565	EXP3727	ESR4269
ES86565	EXP3727	ESR4429
ES86564	EXP3727	ESR4428
ES86561	EXP3727	ESR4243
ES86561	EXP3727	ESR4386
ES86578	EXP3727	ESR4495
ES86577	EXP3727	ESR4300
ES86575	EXP3727	ESR4431
ES86574	EXP3727	ESR4289
ES86573	EXP3727	ESR4287
ES86573	EXP3727	ESR4428
ES86572	EXP3727	ESR4278
ES86571	EXP3727	ESR4220
ES86587	EXP3727	ESR4337
ES86587	EXP3727	ESR4495
ES86585	EXP3727	ESR4300
ES86582	EXP3727	ESR4256
ES86582	EXP3727	ESR4269
ES86581	EXP3727	ESR4242
ES86580	EXP3727	ESR4219
ES86594	EXP3727	ESR4232
ES86591	EXP3727	ESR4256
ES86589	EXP3727	ESR4220
ES86604	EXP3727	ESR4454
ES86602	EXP3727	ESR4278
ES86602	EXP3727	ESR4325
ES86598	EXP3727	ESR4315
ES86614	EXP3727	ESR4495
ES86610	EXP3727	ESR4289
ES86610	EXP3727	ESR4429
ES86609	EXP3727	ESR4269
ES86606	EXP3727	ESR4236
ES86606	EXP3727	ESR4253
ES86606	EXP3727	ESR4269
ES86606	EXP3727	ESR4386
ES86620	EXP3727	ESR4431
ES86619	EXP3727	ESR4289
ES86615	EXP3727	ESR4253
ES86632	EXP3727	ESR4334
ES86631	EXP3727	ESR4222
ES86631	EXP3727	ESR4269
ES86629	EXP3727	ESR4315
ES86628	EXP3727	ESR4278
ES86626	EXP3727	ESR4242
ES86624	EXP3727	ESR4243
ES86641	EXP3727	ESR4336
ES86640	EXP3727	ESR4222
ES86650	EXP3727	ESR4495
ES86649	EXP3727	ESR4454
ES86648	EXP3727	ESR4264
ES86642	EXP3727	ESR4236
ES86658	EXP3727	ESR4269
ES86657	EXP3727	ESR4232
ES86656	EXP3727	ESR4325
ES86668	EXP3727	ESR4335
ES86665	EXP3727	ESR4278
ES86665	EXP3727	ESR4315
ES86663	EXP3727	ESR4256
ES86661	EXP3727	ESR4278
ES86676	EXP3727	ESR4222
ES86676	EXP3727	ESR4454
ES86673	EXP3727	ESR4278
ES86684	EXP3727	ESR4225
ES86682	EXP3727	ESR4429
ES86681	EXP3727	ESR4287
ES86680	EXP3727	ESR4278
ES86678	EXP3727	ESR4243
ES86695	EXP3727	ESR4334
ES86694	EXP3727	ESR4222
ES86694	EXP3727	ESR4325
ES86693	EXP3727	ESR4225
ES86692	EXP3727	ESR4278
ES86692	EXP3727	ESR4431
ES86690	EXP3727	ESR4278
ES86688	EXP3727	ESR4278
ES86688	EXP3727	ESR4423
ES86687	EXP3727	ESR4243
ES86704	EXP3727	ESR4337
ES86704	EXP3727	ESR4495
ES86702	EXP3727	ESR4453
ES86701	EXP3727	ESR4325
ES86699	EXP3727	ESR4278
ES86699	EXP3727	ESR4428
ES86713	EXP3727	ESR4336
ES86713	EXP3727	ESR4495
ES86711	EXP3727	ESR4453
ES86710	EXP3727	ESR4431
ES86706	EXP3727	ESR4315
ES86705	EXP3727	ESR4243
ES86722	EXP3727	ESR4495
ES86720	EXP3727	ESR4232
ES86719	EXP3727	ESR4325
ES86718	EXP3727	ESR4256
ES86718	EXP3727	ESR4269
ES86716	EXP3727	ESR4269
ES86714	EXP3727	ESR4253
ES86731	EXP3727	ESR4337
ES86730	EXP3727	ESR4269
ES86729	EXP3727	ESR4300
ES86727	EXP3727	ESR4278
ES86727	EXP3727	ESR4289
ES86726	EXP3727	ESR4428
ES86723	EXP3727	ESR4236
ES86723	EXP3727	ESR4386
ES86739	EXP3727	ESR4300
ES86737	EXP3727	ESR4278
ES86736	EXP3727	ESR4289
ES86733	EXP3727	ESR4220
ES86733	EXP3727	ESR4278
ES86749	EXP3727	ESR4495
ES86748	EXP3727	ESR4222
ES86747	EXP3727	ESR4300
ES86744	EXP3727	ESR4256
ES86742	EXP3727	ESR4423
ES86741	EXP3727	ESR4253
ES86741	EXP3727	ESR4386
ES86758	EXP3727	ESR4334
ES86758	EXP3727	ESR4335
ES86754	EXP3727	ESR4256
ES86754	EXP3727	ESR4289
ES86751	EXP3727	ESR4315
ES86750	EXP3727	ESR4236
ES86766	EXP3727	ESR4325
ES86764	EXP3727	ESR4278
ES86762	EXP3727	ESR4428
ES86761	EXP3727	ESR4269
ES86760	EXP3727	ESR4220
ES86760	EXP3727	ESR4278
ES86760	EXP3727	ESR4423
ES86759	EXP3727	ESR4236
ES86759	EXP3727	ESR4243
ES86759	EXP3727	ESR4269
ES86776	EXP3727	ESR4334
ES86776	EXP3727	ESR4495
ES86775	EXP3727	ESR4222
ES86775	EXP3727	ESR4325
ES86772	EXP3727	ESR4278
ES86770	EXP3727	ESR4256
ES86769	EXP3727	ESR4278
ES86768	EXP3727	ESR4269
ES86768	EXP3727	ESR4386
ES86784	EXP3727	ESR4325
ES86782	EXP3727	ESR4278
ES86780	EXP3727	ESR4256
ES86779	EXP3727	ESR4256
ES86778	EXP3727	ESR4423
ES86777	EXP3727	ESR4253
ES86794	EXP3727	ESR4336
ES86791	EXP3727	ESR4278
ES86791	EXP3727	ESR4431
ES86790	EXP3727	ESR4256
ES86789	EXP3727	ESR4269
ES86787	EXP3727	ESR4315
ES86787	EXP3727	ESR4423
ES86801	EXP3727	ESR4225
ES86797	EXP3727	ESR4242
ES86796	EXP3727	ESR4278
ES86795	EXP3727	ESR4236
ES86809	EXP3727	ESR4278
ES86807	EXP3727	ESR4269
ES86807	EXP3727	ESR4287
ES86805	EXP3727	ESR4220
ES86819	EXP3727	ESR4232
ES86817	EXP3727	ESR4256
ES86817	EXP3727	ESR4278
ES86813	EXP3727	ESR4253
ES86813	EXP3727	ESR4269
ES86830	EXP3727	ESR4337
ES86829	EXP3727	ESR4325
ES86827	EXP3727	ESR4431
ES86826	EXP3727	ESR4256
ES86824	EXP3727	ESR4256
ES86822	EXP3727	ESR4243
ES86838	EXP3727	ESR4454
ES86835	EXP3727	ESR4289
ES86833	EXP3727	ESR4269
ES86833	EXP3727	ESR4278
ES86831	EXP3727	ESR4236
ES86844	EXP3727	ESR4256
ES86843	EXP3727	ESR4287
ES86842	EXP3727	ESR4269
ES86842	EXP3727	ESR4427
ES86840	EXP3727	ESR4253
ES86857	EXP3727	ESR4336
ES86857	EXP3727	ESR4495
ES86856	EXP3727	ESR4269
ES86855	EXP3727	ESR4453
ES86854	EXP3727	ESR4222
ES86853	EXP3727	ESR4289
ES86849	EXP3727	ESR4243
ES86866	EXP3727	ESR4336
ES86865	EXP3727	ESR4300
ES86865	EXP3727	ESR4325
ES86864	EXP3727	ESR4225
ES86864	EXP3727	ESR4232
ES86862	EXP3727	ESR4256
ES86860	EXP3727	ESR4256
ES86859	EXP3727	ESR4315
ES86858	EXP3727	ESR4253
ES86858	EXP3727	ESR4386
ES86875	EXP3727	ESR4334
ES86873	EXP3727	ESR4300
ES86872	EXP3727	ESR4222
ES86872	EXP3727	ESR4278
ES86870	EXP3727	ESR4269
ES86870	EXP3727	ESR4278
ES86869	EXP3727	ESR4256
ES86869	EXP3727	ESR4278
ES86868	EXP3727	ESR4315
ES86884	EXP3727	ESR4337
ES86882	EXP3727	ESR4232
ES86880	EXP3727	ESR4278
ES86880	EXP3727	ESR4429
ES86879	EXP3727	ESR4278
ES86877	EXP3727	ESR4219
ES86877	EXP3727	ESR4220
ES86893	EXP3727	ESR4334
ES86889	EXP3727	ESR4256
ES86886	EXP3727	ESR4315
ES86885	EXP3727	ESR4269
ES86901	EXP3727	ESR4454
ES86899	EXP3727	ESR4325
ES86898	EXP3727	ESR4278
ES86898	EXP3727	ESR4289
ES86896	EXP3727	ESR4256
ES86895	EXP3727	ESR4423
ES86894	EXP3727	ESR4236
ES86894	EXP3727	ESR4386
ES86909	EXP3727	ESR4453
ES86908	EXP3727	ESR4278
ES86908	EXP3727	ESR4431
ES86907	EXP3727	ESR4278
ES86906	EXP3727	ESR4269
ES86906	EXP3727	ESR4428
ES86905	EXP3727	ESR4427
ES86904	EXP3727	ESR4219
ES86903	EXP3727	ESR4386
ES86920	EXP3727	ESR4335
ES86920	EXP3727	ESR4495
ES86918	EXP3727	ESR4232
ES86918	EXP3727	ESR4300
ES86917	EXP3727	ESR4222
ES86917	EXP3727	ESR4431
ES86915	EXP3727	ESR4269
ES86914	EXP3727	ESR4278
ES86913	EXP3727	ESR4423
ES86912	EXP3727	ESR4243
ES86929	EXP3727	ESR4335
ES86928	EXP3727	ESR4300
ES86926	EXP3727	ESR4431
ES86923	EXP3727	ESR4278
ES86921	EXP3727	ESR4386
ES86938	EXP3727	ESR4334
ES86934	EXP3727	ESR4429
ES86932	EXP3727	ESR4269
ES86930	EXP3727	ESR4243
ES86947	EXP3727	ESR4336
ES86946	EXP3727	ESR4222
ES86944	EXP3727	ESR4431
ES86943	EXP3727	ESR4269
ES86942	EXP3727	ESR4256
ES86956	EXP3727	ESR4495
ES86953	EXP3727	ESR4222
ES86951	EXP3727	ESR4269
ES86951	EXP3727	ESR4287
ES86950	EXP3727	ESR4242
ES86950	EXP3727	ESR4278
ES86948	EXP3727	ESR4236
ES86948	EXP3727	ESR4253
ES86965	EXP3727	ESR4335
ES86960	EXP3727	ESR4269
ES86958	EXP3727	ESR4220
ES86957	EXP3727	ESR4269
ES86974	EXP3727	ESR4335
ES86973	EXP3727	ESR4454
ES86972	EXP3727	ESR4300
ES86971	EXP3727	ESR4315
ES86970	EXP3727	ESR4289
ES86970	EXP3727	ESR4429
ES86968	EXP3727	ESR4256
ES86968	EXP3727	ESR4427
ES86983	EXP3727	ESR4335
ES86982	EXP3727	ESR4325
ES86981	EXP3727	ESR4453
ES86980	EXP3727	ESR4325
ES86976	EXP3727	ESR4315
ES86975	EXP3727	ESR4236
ES86992	EXP3727	ESR4334
ES86992	EXP3727	ESR4335
ES86992	EXP3727	ESR4337
ES86989	EXP3727	ESR4315
ES86989	EXP3727	ESR4431
ES86985	EXP3727	ESR4219
ES86985	EXP3727	ESR4220
ES86985	EXP3727	ESR4315
ES86984	EXP3727	ESR4269
ES87001	EXP3727	ESR4337
ES86996	EXP3727	ESR4278
ES86995	EXP3727	ESR4242
ES86995	EXP3727	ESR4269
ES87010	EXP3727	ESR4495
ES87009	EXP3727	ESR4325
ES87007	EXP3727	ESR4431
ES87006	EXP3727	ESR4289
ES87005	EXP3727	ESR4287
ES87003	EXP3727	ESR4423
ES87002	EXP3727	ESR4253
ES87019	EXP3727	ESR4334
ES87017	EXP3727	ESR4232
ES87016	EXP3727	ESR4431
ES87015	EXP3727	ESR4278
ES87013	EXP3727	ESR4242
ES87013	EXP3727	ESR4427
ES87011	EXP3727	ESR4243
ES87011	EXP3727	ESR4253
ES87028	EXP3727	ESR4336
ES87026	EXP3727	ESR4232
ES87026	EXP3727	ESR4453
ES87025	EXP3727	ESR4431
ES87024	EXP3727	ESR4256
ES87021	EXP3727	ESR4278
ES87036	EXP3727	ESR4269
ES87031	EXP3727	ESR4278
ES87046	EXP3727	ESR4336
ES87045	EXP3727	ESR4325
ES87044	EXP3727	ESR4264
ES87040	EXP3727	ESR4242
ES87038	EXP3727	ESR4243
ES87038	EXP3727	ESR4253
ES87053	EXP3727	ESR4300
ES87051	EXP3727	ESR4269
ES87050	EXP3727	ESR4256
ES87050	EXP3727	ESR4269
ES87047	EXP3727	ESR4253
ES87064	EXP3727	ESR4495
ES87063	EXP3727	ESR4269
ES87058	EXP3727	ESR4278
ES87057	EXP3727	ESR4278
ES87056	EXP3727	ESR4243
ES87073	EXP3727	ESR4335
ES87072	EXP3727	ESR4300
ES87072	EXP3727	ESR4325
ES87070	EXP3727	ESR4315
ES87069	EXP3727	ESR4256
ES87067	EXP3727	ESR4256
ES87067	EXP3727	ESR4427
ES87065	EXP3727	ESR4253
ES87079	EXP3727	ESR4315
ES87078	EXP3727	ESR4269
ES87076	EXP3727	ESR4427
ES87090	EXP3727	ESR4269
ES87088	EXP3727	ESR4222
ES87085	EXP3727	ESR4278
ES87084	EXP3727	ESR4423
ES87083	EXP3727	ESR4253
ES87100	EXP3727	ESR4335
ES87093	EXP3727	ESR4220
ES87092	EXP3727	ESR4243
ES87106	EXP3727	ESR4278
ES87106	EXP3727	ESR4325
ES87102	EXP3727	ESR4219
ES87101	EXP3727	ESR4236
ES87118	EXP3727	ESR4337
ES87112	EXP3727	ESR4256
ES87111	EXP3727	ESR4278
ES87110	EXP3727	ESR4243
ES87126	EXP3727	ESR4325
ES87124	EXP3727	ESR4315
ES87123	EXP3727	ESR4269
ES87120	EXP3727	ESR4278
ES87119	EXP3727	ESR4243
ES87135	EXP3727	ESR4269
ES87133	EXP3727	ESR4431
ES87132	EXP3727	ESR4269
ES87131	EXP3727	ESR4428
ES87130	EXP3727	ESR4278
ES87143	EXP3727	ESR4232
ES87143	EXP3727	ESR4453
ES87141	EXP3727	ESR4429
ES87140	EXP3727	ESR4269
ES87139	EXP3727	ESR4269
ES87139	EXP3727	ESR4427
ES87137	EXP3727	ESR4236
ES87152	EXP3727	ESR4264
ES87149	EXP3727	ESR4287
ES87148	EXP3727	ESR4278
ES87147	EXP3727	ESR4219
ES87147	EXP3727	ESR4278
ES87146	EXP3727	ESR4236
ES87163	EXP3727	ESR4334
ES87160	EXP3727	ESR4325
ES87160	EXP3727	ESR4431
ES87158	EXP3727	ESR4269
ES87157	EXP3727	ESR4269
ES87156	EXP3727	ESR4423
ES87168	EXP3727	ESR4429
ES87165	EXP3727	ESR4423
ES87178	EXP3727	ESR4431
ES87176	EXP3727	ESR4256
ES87176	EXP3727	ESR4278
ES87175	EXP3727	ESR4242
ES87173	EXP3727	ESR4253
ES87190	EXP3727	ESR4337
ES87188	EXP3727	ESR4453
ES87187	EXP3727	ESR4431
ES87183	EXP3727	ESR4220
ES87199	EXP3727	ESR4334
ES87197	EXP3727	ESR4300
ES87192	EXP3727	ESR4278
ES87192	EXP3727	ESR4315
ES87192	EXP3727	ESR4423
ES87191	EXP3727	ESR4253
ES87208	EXP3727	ESR4337
ES87202	EXP3727	ESR4256
ES87215	EXP3727	ESR4454
ES87209	EXP3727	ESR4269
ES87224	EXP3727	ESR4300
ES87224	EXP3727	ESR4454
ES87222	EXP3727	ESR4315
ES87221	EXP3727	ESR4278
ES87220	EXP3727	ESR4278
ES87220	EXP3727	ESR4287
ES87219	EXP3727	ESR4256
ES87218	EXP3727	ESR4219
ES87218	EXP3727	ESR4278
ES87234	EXP3727	ESR4337
ES87233	EXP3727	ESR4454
ES87232	EXP3727	ESR4300
ES87231	EXP3727	ESR4278
ES87230	EXP3727	ESR4269
ES87230	EXP3727	ESR4429
ES87229	EXP3727	ESR4256
ES87229	EXP3727	ESR4269
ES87227	EXP3727	ESR4278
ES87242	EXP3727	ESR4325
ES87236	EXP3727	ESR4219
ES87251	EXP3727	ESR4300
ES87251	EXP3727	ESR4325
ES87251	EXP3727	ESR4454
ES87250	EXP3727	ESR4225
ES87250	EXP3727	ESR4264
ES87249	EXP3727	ESR4278
ES87247	EXP3727	ESR4269
ES87247	EXP3727	ESR4287
ES87244	EXP3727	ESR4386
ES87260	EXP3727	ESR4300
ES87259	EXP3727	ESR4225
ES87258	EXP3727	ESR4325
ES87256	EXP3727	ESR4428
ES87255	EXP3727	ESR4427
ES87253	EXP3727	ESR4236
ES87269	EXP3727	ESR4300
ES87268	EXP3727	ESR4225
ES87267	EXP3727	ESR4315
ES87266	EXP3727	ESR4256
ES87265	EXP3727	ESR4287
ES87265	EXP3727	ESR4428
ES87263	EXP3727	ESR4219
ES87263	EXP3727	ESR4220
ES87263	EXP3727	ESR4315
ES87262	EXP3727	ESR4236
ES87279	EXP3727	ESR4337
ES87278	EXP3727	ESR4300
ES87277	EXP3727	ESR4232
ES87275	EXP3727	ESR4256
ES87274	EXP3727	ESR4269
ES87273	EXP3727	ESR4269
ES87271	EXP3727	ESR4253
ES87271	EXP3727	ESR4386
ES87288	EXP3727	ESR4336
ES87288	EXP3727	ESR4337
ES87286	EXP3727	ESR4300
ES87284	EXP3727	ESR4269
ES87283	EXP3727	ESR4287
ES87282	EXP3727	ESR4256
ES87281	EXP3727	ESR4315
ES87297	EXP3727	ESR4334
ES87296	EXP3727	ESR4222
ES87296	EXP3727	ESR4325
ES87295	EXP3727	ESR4453
ES87294	EXP3727	ESR4315
ES87294	EXP3727	ESR4431
ES87290	EXP3727	ESR4278
ES87289	EXP3727	ESR4253
ES87306	EXP3727	ESR4336
ES87303	EXP3727	ESR4222
ES87302	EXP3727	ESR4278
ES87302	EXP3727	ESR4289
ES87300	EXP3727	ESR4256
ES87314	EXP3727	ESR4325
ES87313	EXP3727	ESR4264
ES87311	EXP3727	ESR4256
ES87311	EXP3727	ESR4278
ES87308	EXP3727	ESR4219
ES87323	EXP3727	ESR4325
ES87322	EXP3727	ESR4300
ES87319	EXP3727	ESR4287
ES87319	EXP3727	ESR4428
ES87318	EXP3727	ESR4269
ES87316	EXP3727	ESR4243
ES87333	EXP3727	ESR4335
ES87332	EXP3727	ESR4300
ES87325	EXP3727	ESR4236
ES87339	EXP3727	ESR4278
ES87338	EXP3727	ESR4269
ES87337	EXP3727	ESR4256
ES87336	EXP3727	ESR4256
ES87335	EXP3727	ESR4219
ES87351	EXP3727	ESR4334
ES87349	EXP3727	ESR4225
ES87349	EXP3727	ESR4453
ES87348	EXP3727	ESR4325
ES87347	EXP3727	ESR4269
ES87347	EXP3727	ESR4289
ES87345	EXP3727	ESR4242
ES87345	EXP3727	ESR4256
ES87344	EXP3727	ESR4278
ES87359	EXP3727	ESR4454
ES87358	EXP3727	ESR4225
ES87354	EXP3727	ESR4242
ES87353	EXP3727	ESR4278
ES87352	EXP3727	ESR4236
ES87369	EXP3727	ESR4337
ES87367	EXP3727	ESR4225
ES87367	EXP3727	ESR4300
ES87367	EXP3727	ESR4453
ES87365	EXP3727	ESR4256
ES87365	EXP3727	ESR4429
ES87361	EXP3727	ESR4243
ES87378	EXP3727	ESR4334
ES87378	EXP3727	ESR4336
ES87377	EXP3727	ESR4269
ES87374	EXP3727	ESR4429
ES87372	EXP3727	ESR4242
ES87372	EXP3727	ESR4269
ES87372	EXP3727	ESR4278
ES87371	EXP3727	ESR4278
ES87370	EXP3727	ESR4243
ES87387	EXP3727	ESR4337
ES87385	EXP3727	ESR4225
ES87384	EXP3727	ESR4431
ES87382	EXP3727	ESR4269
ES87379	EXP3727	ESR4386
ES87395	EXP3727	ESR4269
ES87392	EXP3727	ESR4256
ES87392	EXP3727	ESR4289
ES87390	EXP3727	ESR4427
ES87388	EXP3727	ESR4386
ES87405	EXP3727	ESR4337
ES87403	EXP3727	ESR4300
ES87402	EXP3727	ESR4325
ES87399	EXP3727	ESR4256
ES87398	EXP3727	ESR4220
ES87397	EXP3727	ESR4269
ES87414	EXP3727	ESR4335
ES87413	EXP3727	ESR4454
ES87412	EXP3727	ESR4232
ES87408	EXP3727	ESR4256
ES87419	EXP3727	ESR4256
ES87419	EXP3727	ESR4278
ES87419	EXP3727	ESR4289
ES87417	EXP3727	ESR4256
ES87415	EXP3727	ESR4253
ES87429	EXP3727	ESR4315
ES87428	EXP3727	ESR4269
ES87428	EXP3727	ESR4278
ES87428	EXP3727	ESR4289
ES87425	EXP3727	ESR4278
ES87424	EXP3727	ESR4236
ES87424	EXP3727	ESR4269
ES87438	EXP3727	ESR4222
ES87437	EXP3727	ESR4256
ES87436	EXP3727	ESR4256
ES87436	EXP3727	ESR4287
ES87449	EXP3727	ESR4269
ES87449	EXP3727	ESR4325
ES87448	EXP3727	ESR4264
ES87448	EXP3727	ESR4453
ES87443	EXP3727	ESR4423
ES87457	EXP3727	ESR4225
ES87454	EXP3727	ESR4287
ES87453	EXP3727	ESR4242
ES87453	EXP3727	ESR4256
ES87452	EXP3727	ESR4278
ES87465	EXP3727	ESR4325
ES87464	EXP3727	ESR4429
ES87462	EXP3727	ESR4256
ES87460	EXP3727	ESR4386
ES87475	EXP3727	ESR4264
ES87470	EXP3727	ESR4220
ES87483	EXP3727	ESR4315
ES87481	EXP3727	ESR4269
ES87480	EXP3727	ESR4278
ES87479	EXP3727	ESR4220
ES87478	EXP3727	ESR4253
ES87495	EXP3727	ESR4334
ES87494	EXP3727	ESR4222
ES87491	EXP3727	ESR4256
ES87489	EXP3727	ESR4256
ES87489	EXP3727	ESR4278
ES87487	EXP3727	ESR4236
ES87504	EXP3727	ESR4335
ES87504	EXP3727	ESR4495
ES87503	EXP3727	ESR4222
ES87502	EXP3727	ESR4225
ES87502	EXP3727	ESR4300
ES87498	EXP3727	ESR4269
ES87509	EXP3727	ESR4269
ES87507	EXP3727	ESR4269
ES87522	EXP3727	ESR4337
ES87521	EXP3727	ESR4454
ES87519	EXP3727	ESR4278
ES87517	EXP3727	ESR4269
ES87517	EXP3727	ESR4278
ES87515	EXP3727	ESR4423
ES87514	EXP3727	ESR4269
ES87530	EXP3727	ESR4325
ES87530	EXP3727	ESR4454
ES87529	EXP3727	ESR4453
ES87528	EXP3727	ESR4315
ES87528	EXP3727	ESR4431
ES87524	EXP3727	ESR4423
ES87540	EXP3727	ESR4334
ES87537	EXP3727	ESR4222
ES87537	EXP3727	ESR4278
ES87537	EXP3727	ESR4431
ES87535	EXP3727	ESR4269
ES87535	EXP3727	ESR4278
ES87548	EXP3727	ESR4300
ES87546	EXP3727	ESR4315
ES87542	EXP3727	ESR4423
ES87541	EXP3727	ESR4269
ES87556	EXP3727	ESR4225
ES87556	EXP3727	ESR4264
ES87555	EXP3727	ESR4315
ES87554	EXP3727	ESR4429
ES87567	EXP3727	ESR4334
ES87564	EXP3727	ESR4325
ES87564	EXP3727	ESR4431
ES87563	EXP3727	ESR4256
ES87562	EXP3727	ESR4256
ES87576	EXP3727	ESR4334
ES87574	EXP3727	ESR4300
ES87573	EXP3727	ESR4325
ES87571	EXP3727	ESR4428
ES87570	EXP3727	ESR4256
ES87570	EXP3727	ESR4427
ES87568	EXP3727	ESR4243
ES87584	EXP3727	ESR4454
ES87582	EXP3727	ESR4222
ES87580	EXP3727	ESR4256
ES87580	EXP3727	ESR4428
ES87578	EXP3727	ESR4219
ES87578	EXP3727	ESR4315
ES87577	EXP3727	ESR4269
ES87593	EXP3727	ESR4269
ES87592	EXP3727	ESR4232
ES87591	EXP3727	ESR4325
ES87591	EXP3727	ESR4431
ES87590	EXP3727	ESR4278
ES87588	EXP3727	ESR4242
ES87587	EXP3727	ESR4220
ES87586	EXP3727	ESR4269
ES87602	EXP3727	ESR4300
ES87601	EXP3727	ESR4232
ES87601	EXP3727	ESR4264
ES87601	EXP3727	ESR4453
ES87599	EXP3727	ESR4278
ES87596	EXP3727	ESR4219
ES87611	EXP3727	ESR4300
ES87608	EXP3727	ESR4256
ES87608	EXP3727	ESR4278
ES87608	EXP3727	ESR4429
ES87606	EXP3727	ESR4242
ES87605	EXP3727	ESR4219
ES87604	EXP3727	ESR4269
ES87620	EXP3727	ESR4454
ES87619	EXP3727	ESR4225
ES87619	EXP3727	ESR4300
ES87618	EXP3727	ESR4431
ES87617	EXP3727	ESR4289
ES87616	EXP3727	ESR4278
ES87614	EXP3727	ESR4278
ES87614	EXP3727	ESR4315
ES87613	EXP3727	ESR4236
ES87628	EXP3727	ESR4300
ES87626	EXP3727	ESR4269
ES87624	EXP3727	ESR4256
ES87622	EXP3727	ESR4269
ES87638	EXP3727	ESR4269
ES87638	EXP3727	ESR4325
ES87633	EXP3727	ESR4242
ES87632	EXP3727	ESR4219
ES87632	EXP3727	ESR4423
ES87648	EXP3727	ESR4337
ES87645	EXP3727	ESR4315
ES87640	EXP3727	ESR4269
ES87656	EXP3727	ESR4222
ES87651	EXP3727	ESR4427
ES87650	EXP3727	ESR4220
ES87650	EXP3727	ESR4423
ES87649	EXP3727	ESR4236
ES87649	EXP3727	ESR4243
ES87666	EXP3727	ESR4335
ES87664	EXP3727	ESR4264
ES87664	EXP3727	ESR4300
ES87664	EXP3727	ESR4453
ES87658	EXP3727	ESR4243
ES87675	EXP3727	ESR4334
ES87673	EXP3727	ESR4225
ES87673	EXP3727	ESR4300
ES87671	EXP3727	ESR4269
ES87671	EXP3727	ESR4278
ES87670	EXP3727	ESR4278
ES87668	EXP3727	ESR4315
ES87667	EXP3727	ESR4253
ES87682	EXP3727	ESR4264
ES87681	EXP3727	ESR4278
ES87680	EXP3727	ESR4269
ES87680	EXP3727	ESR4278
ES87677	EXP3727	ESR4219
ES87677	EXP3727	ESR4220
ES87676	EXP3727	ESR4269
ES87688	EXP3727	ESR4428
ES87686	EXP3727	ESR4219
ES87685	EXP3727	ESR4253
ES87702	EXP3727	ESR4336
ES87702	EXP3727	ESR4495
ES87701	EXP3727	ESR4454
ES87698	EXP3727	ESR4256
ES87694	EXP3727	ESR4253
ES87709	EXP3727	ESR4225
ES87707	EXP3727	ESR4256
ES87707	EXP3727	ESR4278
ES87705	EXP3727	ESR4242
ES87705	EXP3727	ESR4278
ES87704	EXP3727	ESR4219
ES87703	EXP3727	ESR4243
ES87720	EXP3727	ESR4336
ES87714	EXP3727	ESR4427
ES87713	EXP3727	ESR4219
ES87712	EXP3727	ESR4386
ES87729	EXP3727	ESR4334
ES87727	EXP3727	ESR4232
ES87724	EXP3727	ESR4428
ES87723	EXP3727	ESR4256
ES87722	EXP3727	ESR4219
ES87722	EXP3727	ESR4423
ES87721	EXP3727	ESR4253
ES87737	EXP3727	ESR4300
ES87735	EXP3727	ESR4222
ES87733	EXP3727	ESR4287
ES87732	EXP3727	ESR4427
ES87731	EXP3727	ESR4315
ES87730	EXP3727	ESR4253
ES87745	EXP3727	ESR4300
ES87742	EXP3727	ESR4256
ES87740	EXP3727	ESR4219
ES87740	EXP3727	ESR4278
ES87739	EXP3727	ESR4386
ES87756	EXP3727	ESR4334
ES87755	EXP3727	ESR4222
ES87755	EXP3727	ESR4325
ES87754	EXP3727	ESR4453
ES87750	EXP3727	ESR4242
ES87764	EXP3727	ESR4222
ES87764	EXP3727	ESR4300
ES87760	EXP3727	ESR4278
ES87760	EXP3727	ESR4428
ES87759	EXP3727	ESR4256
ES87771	EXP3727	ESR4431
ES87768	EXP3727	ESR4278
ES87782	EXP3727	ESR4495
ES87781	EXP3727	ESR4222
ES87781	EXP3727	ESR4325
ES87778	EXP3727	ESR4429
ES87775	EXP3727	ESR4278
ES87791	EXP3727	ESR4495
ES87788	EXP3727	ESR4431
ES87787	EXP3727	ESR4289
ES87786	EXP3727	ESR4269
ES87784	EXP3727	ESR4278
ES87783	EXP3727	ESR4236
ES87800	EXP3727	ESR4336
ES87798	EXP3727	ESR4225
ES87798	EXP3727	ESR4232
ES87795	EXP3727	ESR4269
ES87792	EXP3727	ESR4236
ES87806	EXP3727	ESR4300
ES87805	EXP3727	ESR4222
ES87804	EXP3727	ESR4278
ES87801	EXP3727	ESR4243
ES87816	EXP3727	ESR4325
ES87815	EXP3727	ESR4225
ES87812	EXP3727	ESR4278
ES87812	EXP3727	ESR4428
ES87826	EXP3727	ESR4495
ES87824	EXP3727	ESR4264
ES87821	EXP3727	ESR4256
ES87821	EXP3727	ESR4428
ES87819	EXP3727	ESR4315
ES87819	EXP3727	ESR4423
ES87818	EXP3727	ESR4253
ES87835	EXP3727	ESR4495
ES87833	EXP3727	ESR4453
ES87832	EXP3727	ESR4315
ES87829	EXP3727	ESR4256
ES87827	EXP3727	ESR4253
ES87844	EXP3727	ESR4337
ES87844	EXP3727	ESR4495
ES87841	EXP3727	ESR4431
ES87839	EXP3727	ESR4287
