EXPSAMPLE_ACCESSION	DATA_FORMAT	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	RESULT_TOTAL_RECS	WORKSPACE_ID
ES98255	ELISA		EXP3728		ELISA	1	990
ES98261	ELISA		EXP3728		ELISA	1	990
ES98264	ELISA		EXP3728		ELISA	1	990
ES98285	ELISA		EXP3728		ELISA	1	990
ES98286	ELISA		EXP3728		ELISA	1	990
ES98288	ELISA		EXP3728		ELISA	1	990
ES98289	ELISA		EXP3728		ELISA	1	990
ES98292	ELISA		EXP3728		ELISA	1	990
ES98295	ELISA		EXP3728		ELISA	1	990
ES98296	ELISA		EXP3728		ELISA	1	990
ES98297	ELISA		EXP3728		ELISA	1	990
ES98303	ELISA		EXP3728		ELISA	1	990
ES98304	ELISA		EXP3728		ELISA	1	990
ES98313	ELISA		EXP3728		ELISA	1	990
ES98318	ELISA		EXP3728		ELISA	1	990
ES98327	ELISA		EXP3728		ELISA	1	990
ES98330	ELISA		EXP3728		ELISA	1	990
ES98341	ELISA		EXP3728		ELISA	1	990
ES98357	ELISA		EXP3728		ELISA	1	990
ES98359	ELISA		EXP3728		ELISA	1	990
ES98361	ELISA		EXP3728		ELISA	1	990
ES98362	ELISA		EXP3728		ELISA	1	990
ES98364	ELISA		EXP3728		ELISA	1	990
ES98378	ELISA		EXP3728		ELISA	1	990
ES98389	ELISA		EXP3728		ELISA	1	990
ES98408	ELISA		EXP3728		ELISA	1	990
ES98417	ELISA		EXP3728		ELISA	1	990
ES98431	ELISA		EXP3728		ELISA	1	990
ES98438	ELISA		EXP3728		ELISA	1	990
ES98440	ELISA		EXP3728		ELISA	1	990
ES98442	ELISA		EXP3728		ELISA	1	990
ES98443	ELISA		EXP3728		ELISA	1	990
ES98448	ELISA		EXP3728		ELISA	1	990
ES98455	ELISA		EXP3728		ELISA	1	990
ES98458	ELISA		EXP3728		ELISA	1	990
ES98475	ELISA		EXP3728		ELISA	1	990
ES98478	ELISA		EXP3728		ELISA	1	990
ES98481	ELISA		EXP3728		ELISA	1	990
ES98484	ELISA		EXP3728		ELISA	1	990
ES98487	ELISA		EXP3728		ELISA	1	990
ES98489	ELISA		EXP3728		ELISA	1	990
ES98494	ELISA		EXP3728		ELISA	1	990
ES98508	ELISA		EXP3728		ELISA	1	990
ES98538	ELISA		EXP3728		ELISA	1	990
ES98543	ELISA		EXP3728		ELISA	1	990
ES98544	ELISA		EXP3728		ELISA	1	990
ES98549	ELISA		EXP3728		ELISA	1	990
ES98567	ELISA		EXP3728		ELISA	1	990
ES98587	ELISA		EXP3728		ELISA	1	990
ES98594	ELISA		EXP3728		ELISA	1	990
ES98605	ELISA		EXP3728		ELISA	1	990
ES98606	ELISA		EXP3728		ELISA	1	990
ES98608	ELISA		EXP3728		ELISA	1	990
ES98623	ELISA		EXP3728		ELISA	1	990
ES98629	ELISA		EXP3728		ELISA	1	990
ES98636	ELISA		EXP3728		ELISA	1	990
ES98646	ELISA		EXP3728		ELISA	1	990
ES98653	ELISA		EXP3728		ELISA	1	990
ES98656	ELISA		EXP3728		ELISA	1	990
ES98658	ELISA		EXP3728		ELISA	1	990
ES98660	ELISA		EXP3728		ELISA	1	990
ES98687	ELISA		EXP3728		ELISA	1	990
ES98697	ELISA		EXP3728		ELISA	1	990
ES98699	ELISA		EXP3728		ELISA	1	990
ES98716	ELISA		EXP3728		ELISA	1	990
ES98728	ELISA		EXP3728		ELISA	1	990
ES98730	ELISA		EXP3728		ELISA	1	990
ES98742	ELISA		EXP3728		ELISA	1	990
ES98743	ELISA		EXP3728		ELISA	1	990
ES98747	ELISA		EXP3728		ELISA	1	990
ES98773	ELISA		EXP3728		ELISA	1	990
ES98781	ELISA		EXP3728		ELISA	1	990
ES98791	ELISA		EXP3728		ELISA	1	990
ES98794	ELISA		EXP3728		ELISA	1	990
ES98805	ELISA		EXP3728		ELISA	1	990
ES98811	ELISA		EXP3728		ELISA	1	990
ES98825	ELISA		EXP3728		ELISA	1	990
ES98828	ELISA		EXP3728		ELISA	1	990
ES98829	ELISA		EXP3728		ELISA	1	990
ES98843	ELISA		EXP3728		ELISA	1	990
ES98844	ELISA		EXP3728		ELISA	1	990
ES98849	ELISA		EXP3728		ELISA	1	990
ES98850	ELISA		EXP3728		ELISA	1	990
ES98877	ELISA		EXP3728		ELISA	1	990
ES98881	ELISA		EXP3728		ELISA	1	990
ES98889	ELISA		EXP3728		ELISA	1	990
ES98891	ELISA		EXP3728		ELISA	1	990
ES98892	ELISA		EXP3728		ELISA	1	990
ES98907	ELISA		EXP3728		ELISA	1	990
ES98923	ELISA		EXP3728		ELISA	1	990
ES98935	ELISA		EXP3728		ELISA	1	990
ES98937	ELISA		EXP3728		ELISA	1	990
ES98940	ELISA		EXP3728		ELISA	1	990
ES98947	ELISA		EXP3728		ELISA	1	990
ES98948	ELISA		EXP3728		ELISA	1	990
ES98955	ELISA		EXP3728		ELISA	1	990
ES98968	ELISA		EXP3728		ELISA	1	990
ES98977	ELISA		EXP3728		ELISA	1	990
ES98994	ELISA		EXP3728		ELISA	1	990
ES98998	ELISA		EXP3728		ELISA	1	990
ES99004	ELISA		EXP3728		ELISA	1	990
ES99009	ELISA		EXP3728		ELISA	1	990
ES99018	ELISA		EXP3728		ELISA	1	990
ES99032	ELISA		EXP3728		ELISA	1	990
ES99037	ELISA		EXP3728		ELISA	1	990
ES99051	ELISA		EXP3728		ELISA	1	990
ES99057	ELISA		EXP3728		ELISA	1	990
ES99064	ELISA		EXP3728		ELISA	1	990
ES99080	ELISA		EXP3728		ELISA	1	990
ES99085	ELISA		EXP3728		ELISA	1	990
ES99104	ELISA		EXP3728		ELISA	1	990
ES99115	ELISA		EXP3728		ELISA	1	990
ES99122	ELISA		EXP3728		ELISA	1	990
ES99140	ELISA		EXP3728		ELISA	1	990
ES99146	ELISA		EXP3728		ELISA	1	990
ES99148	ELISA		EXP3728		ELISA	1	990
ES99154	ELISA		EXP3728		ELISA	1	990
ES99159	ELISA		EXP3728		ELISA	1	990
ES99174	ELISA		EXP3728		ELISA	1	990
ES99178	ELISA		EXP3728		ELISA	1	990
ES99203	ELISA		EXP3728		ELISA	1	990
ES99204	ELISA		EXP3728		ELISA	1	990
ES99208	ELISA		EXP3728		ELISA	1	990
ES99211	ELISA		EXP3728		ELISA	1	990
ES99218	ELISA		EXP3728		ELISA	1	990
ES99224	ELISA		EXP3728		ELISA	1	990
ES99229	ELISA		EXP3728		ELISA	1	990
ES99240	ELISA		EXP3728		ELISA	1	990
ES99265	ELISA		EXP3728		ELISA	1	990
ES99277	ELISA		EXP3728		ELISA	1	990
ES99281	ELISA		EXP3728		ELISA	1	990
ES99305	ELISA		EXP3728		ELISA	1	990
ES99309	ELISA		EXP3728		ELISA	1	990
ES99312	ELISA		EXP3728		ELISA	1	990
ES99319	ELISA		EXP3728		ELISA	1	990
ES99329	ELISA		EXP3728		ELISA	1	990
ES99333	ELISA		EXP3728		ELISA	1	990
ES99341	ELISA		EXP3728		ELISA	1	990
ES99355	ELISA		EXP3728		ELISA	1	990
ES99358	ELISA		EXP3728		ELISA	1	990
ES99360	ELISA		EXP3728		ELISA	1	990
ES99363	ELISA		EXP3728		ELISA	1	990
ES99368	ELISA		EXP3728		ELISA	1	990
ES99389	ELISA		EXP3728		ELISA	1	990
ES99392	ELISA		EXP3728		ELISA	1	990
ES99408	ELISA		EXP3728		ELISA	1	990
ES99412	ELISA		EXP3728		ELISA	1	990
ES99423	ELISA		EXP3728		ELISA	1	990
ES99427	ELISA		EXP3728		ELISA	1	990
ES99431	ELISA		EXP3728		ELISA	1	990
ES99439	ELISA		EXP3728		ELISA	1	990
ES99442	ELISA		EXP3728		ELISA	1	990
ES99453	ELISA		EXP3728		ELISA	1	990
ES99454	ELISA		EXP3728		ELISA	1	990
ES99459	ELISA		EXP3728		ELISA	1	990
ES99462	ELISA		EXP3728		ELISA	1	990
ES99491	ELISA		EXP3728		ELISA	1	990
ES99520	ELISA		EXP3728		ELISA	1	990
ES99528	ELISA		EXP3728		ELISA	1	990
ES99534	ELISA		EXP3728		ELISA	1	990
ES99536	ELISA		EXP3728		ELISA	1	990
ES99543	ELISA		EXP3728		ELISA	1	990
ES99544	ELISA		EXP3728		ELISA	1	990
ES99549	ELISA		EXP3728		ELISA	1	990
ES99553	ELISA		EXP3728		ELISA	1	990
ES99566	ELISA		EXP3728		ELISA	1	990
ES99582	ELISA		EXP3728		ELISA	1	990
ES99596	ELISA		EXP3728		ELISA	1	990
ES99597	ELISA		EXP3728		ELISA	1	990
ES99598	ELISA		EXP3728		ELISA	1	990
ES99607	ELISA		EXP3728		ELISA	1	990
ES99614	ELISA		EXP3728		ELISA	1	990
ES99636	ELISA		EXP3728		ELISA	1	990
ES99642	ELISA		EXP3728		ELISA	1	990
ES99659	ELISA		EXP3728		ELISA	1	990
ES99666	ELISA		EXP3728		ELISA	1	990
ES99671	ELISA		EXP3728		ELISA	1	990
ES99676	ELISA		EXP3728		ELISA	1	990
ES99686	ELISA		EXP3728		ELISA	1	990
ES99687	ELISA		EXP3728		ELISA	1	990
ES99691	ELISA		EXP3728		ELISA	1	990
ES99693	ELISA		EXP3728		ELISA	1	990
ES99695	ELISA		EXP3728		ELISA	1	990
ES99699	ELISA		EXP3728		ELISA	1	990
ES99706	ELISA		EXP3728		ELISA	1	990
ES99709	ELISA		EXP3728		ELISA	1	990
ES99710	ELISA		EXP3728		ELISA	1	990
ES99713	ELISA		EXP3728		ELISA	1	990
ES99719	ELISA		EXP3728		ELISA	1	990
ES99725	ELISA		EXP3728		ELISA	1	990
ES99749	ELISA		EXP3728		ELISA	1	990
ES99750	ELISA		EXP3728		ELISA	1	990
ES99751	ELISA		EXP3728		ELISA	1	990
ES99772	ELISA		EXP3728		ELISA	1	990
