EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION	FILE_INFO_ID	DATA_FORMAT	RESULT_SCHEMA
ES86438	EXP3727	61218	Flow_Cytometry	FCM
ES86449	EXP3727	62238	Flow_Cytometry	FCM
ES86452	EXP3727	62250	Flow_Cytometry	FCM
ES86475	EXP3727	61130	Flow_Cytometry	FCM
ES86500	EXP3727	61288	Flow_Cytometry	FCM
ES86509	EXP3727	61168	Flow_Cytometry	FCM
ES86554	EXP3727	61258	Flow_Cytometry	FCM
ES86563	EXP3727	61186	Flow_Cytometry	FCM
ES86573	EXP3727	61211	Flow_Cytometry	FCM
ES86588	EXP3727	62279	Flow_Cytometry	FCM
ES86596	EXP3727	62285	Flow_Cytometry	FCM
ES86606	EXP3727	61616	Flow_Cytometry	FCM
ES86617	EXP3727	61204	Flow_Cytometry	FCM
ES86619	EXP3727	61202	Flow_Cytometry	FCM
ES86624	EXP3727	62501	Flow_Cytometry	FCM
ES86625	EXP3727	62498	Flow_Cytometry	FCM
ES86630	EXP3727	62509	Flow_Cytometry	FCM
ES86632	EXP3727	62507	Flow_Cytometry	FCM
ES86636	EXP3727	61277	Flow_Cytometry	FCM
ES86647	EXP3727	62166	Flow_Cytometry	FCM
ES86654	EXP3727	61187	Flow_Cytometry	FCM
ES86661	EXP3727	62425	Flow_Cytometry	FCM
ES86662	EXP3727	62431	Flow_Cytometry	FCM
ES86664	EXP3727	62427	Flow_Cytometry	FCM
ES86669	EXP3727	62261	Flow_Cytometry	FCM
ES86671	EXP3727	62264	Flow_Cytometry	FCM
ES86672	EXP3727	62254	Flow_Cytometry	FCM
ES86687	EXP3727	62315	Flow_Cytometry	FCM
ES86688	EXP3727	62311	Flow_Cytometry	FCM
ES86695	EXP3727	62322	Flow_Cytometry	FCM
ES86698	EXP3727	61582	Flow_Cytometry	FCM
ES86701	EXP3727	61573	Flow_Cytometry	FCM
ES86706	EXP3727	62407	Flow_Cytometry	FCM
ES86712	EXP3727	62416	Flow_Cytometry	FCM
ES86713	EXP3727	62417	Flow_Cytometry	FCM
ES86714	EXP3727	61634	Flow_Cytometry	FCM
ES86717	EXP3727	61626	Flow_Cytometry	FCM
ES86717	EXP3727	61625	Flow_Cytometry	FCM
ES86728	EXP3727	61556	Flow_Cytometry	FCM
ES86731	EXP3727	61567	Flow_Cytometry	FCM
ES86732	EXP3727	61525	Flow_Cytometry	FCM
ES86734	EXP3727	61528	Flow_Cytometry	FCM
ES86735	EXP3727	61517	Flow_Cytometry	FCM
ES86736	EXP3727	61523	Flow_Cytometry	FCM
ES86737	EXP3727	61519	Flow_Cytometry	FCM
ES86741	EXP3727	62388	Flow_Cytometry	FCM
ES86744	EXP3727	62379	Flow_Cytometry	FCM
ES86747	EXP3727	62395	Flow_Cytometry	FCM
ES86748	EXP3727	62392	Flow_Cytometry	FCM
ES86749	EXP3727	62393	Flow_Cytometry	FCM
ES86754	EXP3727	61297	Flow_Cytometry	FCM
ES86760	EXP3727	62186	Flow_Cytometry	FCM
ES86766	EXP3727	62194	Flow_Cytometry	FCM
ES86779	EXP3727	62467	Flow_Cytometry	FCM
ES86781	EXP3727	62464	Flow_Cytometry	FCM
ES86782	EXP3727	62460	Flow_Cytometry	FCM
ES86785	EXP3727	62471	Flow_Cytometry	FCM
ES86789	EXP3727	61535	Flow_Cytometry	FCM
ES86792	EXP3727	61551	Flow_Cytometry	FCM
ES86794	EXP3727	61550	Flow_Cytometry	FCM
ES86799	EXP3727	61261	Flow_Cytometry	FCM
ES86805	EXP3727	61648	Flow_Cytometry	FCM
ES86807	EXP3727	61643	Flow_Cytometry	FCM
ES86815	EXP3727	61599	Flow_Cytometry	FCM
ES86817	EXP3727	61595	Flow_Cytometry	FCM
ES86818	EXP3727	61591	Flow_Cytometry	FCM
ES86822	EXP3727	62448	Flow_Cytometry	FCM
ES86825	EXP3727	62440	Flow_Cytometry	FCM
ES86825	EXP3727	62439	Flow_Cytometry	FCM
ES86826	EXP3727	62446	Flow_Cytometry	FCM
ES86831	EXP3727	62333	Flow_Cytometry	FCM
ES86833	EXP3727	62335	Flow_Cytometry	FCM
ES86837	EXP3727	62341	Flow_Cytometry	FCM
ES86842	EXP3727	61509	Flow_Cytometry	FCM
ES86844	EXP3727	61506	Flow_Cytometry	FCM
ES86844	EXP3727	61505	Flow_Cytometry	FCM
ES86846	EXP3727	61516	Flow_Cytometry	FCM
ES86847	EXP3727	61511	Flow_Cytometry	FCM
ES86849	EXP3727	62351	Flow_Cytometry	FCM
ES86852	EXP3727	62344	Flow_Cytometry	FCM
ES86857	EXP3727	62357	Flow_Cytometry	FCM
ES86859	EXP3727	62293	Flow_Cytometry	FCM
ES86860	EXP3727	62300	Flow_Cytometry	FCM
ES86870	EXP3727	61482	Flow_Cytometry	FCM
ES86872	EXP3727	61483	Flow_Cytometry	FCM
ES86879	EXP3727	62199	Flow_Cytometry	FCM
ES86879	EXP3727	62200	Flow_Cytometry	FCM
ES86883	EXP3727	62211	Flow_Cytometry	FCM
ES86887	EXP3727	61689	Flow_Cytometry	FCM
ES86888	EXP3727	61680	Flow_Cytometry	FCM
ES86891	EXP3727	61695	Flow_Cytometry	FCM
ES86893	EXP3727	61694	Flow_Cytometry	FCM
ES86893	EXP3727	61693	Flow_Cytometry	FCM
ES86894	EXP3727	62370	Flow_Cytometry	FCM
ES86894	EXP3727	62369	Flow_Cytometry	FCM
ES86895	EXP3727	62365	Flow_Cytometry	FCM
ES86897	EXP3727	62361	Flow_Cytometry	FCM
ES86897	EXP3727	62362	Flow_Cytometry	FCM
ES86906	EXP3727	61139	Flow_Cytometry	FCM
ES86913	EXP3727	62606	Flow_Cytometry	FCM
ES86916	EXP3727	62608	Flow_Cytometry	FCM
ES86917	EXP3727	62603	Flow_Cytometry	FCM
ES86919	EXP3727	62614	Flow_Cytometry	FCM
ES86919	EXP3727	62613	Flow_Cytometry	FCM
ES86925	EXP3727	62223	Flow_Cytometry	FCM
ES86926	EXP3727	62220	Flow_Cytometry	FCM
ES86926	EXP3727	62219	Flow_Cytometry	FCM
ES86929	EXP3727	62232	Flow_Cytometry	FCM
ES86938	EXP3727	62489	Flow_Cytometry	FCM
ES86942	EXP3727	62754	Flow_Cytometry	FCM
ES86944	EXP3727	62756	Flow_Cytometry	FCM
ES86957	EXP3727	61901	Flow_Cytometry	FCM
ES86960	EXP3727	61894	Flow_Cytometry	FCM
ES86960	EXP3727	61893	Flow_Cytometry	FCM
ES86961	EXP3727	61900	Flow_Cytometry	FCM
ES86962	EXP3727	61896	Flow_Cytometry	FCM
ES86964	EXP3727	61906	Flow_Cytometry	FCM
ES86994	EXP3727	62740	Flow_Cytometry	FCM
ES86997	EXP3727	62743	Flow_Cytometry	FCM
ES87001	EXP3727	62750	Flow_Cytometry	FCM
ES87002	EXP3727	62153	Flow_Cytometry	FCM
ES87003	EXP3727	62150	Flow_Cytometry	FCM
ES87005	EXP3727	62145	Flow_Cytometry	FCM
ES87009	EXP3727	62158	Flow_Cytometry	FCM
ES87020	EXP3727	61382	Flow_Cytometry	FCM
ES87023	EXP3727	61373	Flow_Cytometry	FCM
ES87027	EXP3727	61385	Flow_Cytometry	FCM
ES87030	EXP3727	61862	Flow_Cytometry	FCM
ES87030	EXP3727	61861	Flow_Cytometry	FCM
ES87036	EXP3727	61870	Flow_Cytometry	FCM
ES87040	EXP3727	61780	Flow_Cytometry	FCM
ES87041	EXP3727	61769	Flow_Cytometry	FCM
ES87042	EXP3727	61776	Flow_Cytometry	FCM
ES87046	EXP3727	61784	Flow_Cytometry	FCM
ES87047	EXP3727	62663	Flow_Cytometry	FCM
ES87048	EXP3727	62660	Flow_Cytometry	FCM
ES87059	EXP3727	62110	Flow_Cytometry	FCM
ES87060	EXP3727	62116	Flow_Cytometry	FCM
ES87063	EXP3727	62122	Flow_Cytometry	FCM
ES87067	EXP3727	62711	Flow_Cytometry	FCM
ES87070	EXP3727	62703	Flow_Cytometry	FCM
ES87082	EXP3727	61351	Flow_Cytometry	FCM
ES87088	EXP3727	61877	Flow_Cytometry	FCM
ES87091	EXP3727	61890	Flow_Cytometry	FCM
ES87142	EXP3727	61824	Flow_Cytometry	FCM
ES87145	EXP3727	61835	Flow_Cytometry	FCM
ES87164	EXP3727	62690	Flow_Cytometry	FCM
ES87165	EXP3727	62686	Flow_Cytometry	FCM
ES87182	EXP3727	61363	Flow_Cytometry	FCM
ES87185	EXP3727	61355	Flow_Cytometry	FCM
ES87190	EXP3727	61369	Flow_Cytometry	FCM
ES87206	EXP3727	61407	Flow_Cytometry	FCM
ES87212	EXP3727	61788	Flow_Cytometry	FCM
ES87222	EXP3727	61321	Flow_Cytometry	FCM
ES87226	EXP3727	62727	Flow_Cytometry	FCM
ES87227	EXP3727	62722	Flow_Cytometry	FCM
ES87239	EXP3727	62097	Flow_Cytometry	FCM
ES87245	EXP3727	61844	Flow_Cytometry	FCM
ES87248	EXP3727	61845	Flow_Cytometry	FCM
ES87250	EXP3727	61855	Flow_Cytometry	FCM
ES87251	EXP3727	61852	Flow_Cytometry	FCM
ES87254	EXP3727	61306	Flow_Cytometry	FCM
ES87255	EXP3727	61311	Flow_Cytometry	FCM
ES87261	EXP3727	61315	Flow_Cytometry	FCM
ES87262	EXP3727	61812	Flow_Cytometry	FCM
ES87263	EXP3727	61808	Flow_Cytometry	FCM
ES87263	EXP3727	61807	Flow_Cytometry	FCM
ES87266	EXP3727	61809	Flow_Cytometry	FCM
ES87269	EXP3727	61816	Flow_Cytometry	FCM
ES87292	EXP3727	61697	Flow_Cytometry	FCM
ES87315	EXP3727	61944	Flow_Cytometry	FCM
ES87325	EXP3727	61417	Flow_Cytometry	FCM
ES87326	EXP3727	61414	Flow_Cytometry	FCM
ES87328	EXP3727	61410	Flow_Cytometry	FCM
ES87334	EXP3727	61741	Flow_Cytometry	FCM
ES87338	EXP3727	61740	Flow_Cytometry	FCM
ES87341	EXP3727	61745	Flow_Cytometry	FCM
ES87343	EXP3727	62555	Flow_Cytometry	FCM
ES87344	EXP3727	62551	Flow_Cytometry	FCM
ES87345	EXP3727	62557	Flow_Cytometry	FCM
ES87348	EXP3727	62549	Flow_Cytometry	FCM
ES87355	EXP3727	62566	Flow_Cytometry	FCM
ES87358	EXP3727	62581	Flow_Cytometry	FCM
ES87360	EXP3727	62580	Flow_Cytometry	FCM
ES87377	EXP3727	61923	Flow_Cytometry	FCM
ES87377	EXP3727	61924	Flow_Cytometry	FCM
ES87378	EXP3727	61925	Flow_Cytometry	FCM
ES87388	EXP3727	61991	Flow_Cytometry	FCM
ES87393	EXP3727	61985	Flow_Cytometry	FCM
ES87395	EXP3727	61995	Flow_Cytometry	FCM
ES87433	EXP3727	62046	Flow_Cytometry	FCM
ES87434	EXP3727	62041	Flow_Cytometry	FCM
ES87439	EXP3727	62053	Flow_Cytometry	FCM
ES87454	EXP3727	61427	Flow_Cytometry	FCM
ES87455	EXP3727	61434	Flow_Cytometry	FCM
ES87458	EXP3727	61439	Flow_Cytometry	FCM
ES87460	EXP3727	62592	Flow_Cytometry	FCM
ES87464	EXP3727	62590	Flow_Cytometry	FCM
ES87465	EXP3727	62585	Flow_Cytometry	FCM
ES87491	EXP3727	61757	Flow_Cytometry	FCM
ES87492	EXP3727	61753	Flow_Cytometry	FCM
ES87494	EXP3727	61763	Flow_Cytometry	FCM
ES87510	EXP3727	61967	Flow_Cytometry	FCM
ES87513	EXP3727	61979	Flow_Cytometry	FCM
ES87525	EXP3727	61725	Flow_Cytometry	FCM
ES87529	EXP3727	61732	Flow_Cytometry	FCM
ES87534	EXP3727	62029	Flow_Cytometry	FCM
ES87536	EXP3727	62025	Flow_Cytometry	FCM
ES87560	EXP3727	62078	Flow_Cytometry	FCM
ES87564	EXP3727	62076	Flow_Cytometry	FCM
ES87566	EXP3727	62085	Flow_Cytometry	FCM
ES87567	EXP3727	62087	Flow_Cytometry	FCM
ES87582	EXP3727	62058	Flow_Cytometry	FCM
ES87585	EXP3727	62069	Flow_Cytometry	FCM
ES87596	EXP3727	62515	Flow_Cytometry	FCM
ES87600	EXP3727	62513	Flow_Cytometry	FCM
ES87601	EXP3727	62528	Flow_Cytometry	FCM
ES87615	EXP3727	62956	Flow_Cytometry	FCM
ES87616	EXP3727	62946	Flow_Cytometry	FCM
ES87620	EXP3727	62959	Flow_Cytometry	FCM
ES87622	EXP3727	62804	Flow_Cytometry	FCM
ES87628	EXP3727	62812	Flow_Cytometry	FCM
ES87642	EXP3727	63351	Flow_Cytometry	FCM
ES87645	EXP3727	63342	Flow_Cytometry	FCM
ES87649	EXP3727	63127	Flow_Cytometry	FCM
ES87651	EXP3727	63128	Flow_Cytometry	FCM
ES87658	EXP3727	62901	Flow_Cytometry	FCM
ES87663	EXP3727	62895	Flow_Cytometry	FCM
ES87663	EXP3727	62894	Flow_Cytometry	FCM
ES87665	EXP3727	62905	Flow_Cytometry	FCM
ES87667	EXP3727	63331	Flow_Cytometry	FCM
ES87674	EXP3727	63335	Flow_Cytometry	FCM
ES87674	EXP3727	63334	Flow_Cytometry	FCM
ES87678	EXP3727	63225	Flow_Cytometry	FCM
ES87679	EXP3727	63215	Flow_Cytometry	FCM
ES87691	EXP3727	63561	Flow_Cytometry	FCM
ES87698	EXP3727	62971	Flow_Cytometry	FCM
ES87699	EXP3727	62966	Flow_Cytometry	FCM
ES87700	EXP3727	62981	Flow_Cytometry	FCM
ES87705	EXP3727	63501	Flow_Cytometry	FCM
ES87706	EXP3727	63490	Flow_Cytometry	FCM
ES87713	EXP3727	63531	Flow_Cytometry	FCM
ES87716	EXP3727	63533	Flow_Cytometry	FCM
ES87716	EXP3727	63532	Flow_Cytometry	FCM
ES87717	EXP3727	63528	Flow_Cytometry	FCM
ES87718	EXP3727	63543	Flow_Cytometry	FCM
ES87724	EXP3727	63196	Flow_Cytometry	FCM
ES87735	EXP3727	62816	Flow_Cytometry	FCM
ES87742	EXP3727	62874	Flow_Cytometry	FCM
ES87749	EXP3727	62933	Flow_Cytometry	FCM
ES87753	EXP3727	62931	Flow_Cytometry	FCM
ES87760	EXP3727	64082	Flow_Cytometry	FCM
ES87763	EXP3727	64099	Flow_Cytometry	FCM
ES87768	EXP3727	63362	Flow_Cytometry	FCM
ES87770	EXP3727	63360	Flow_Cytometry	FCM
ES87775	EXP3727	62782	Flow_Cytometry	FCM
ES87777	EXP3727	62778	Flow_Cytometry	FCM
ES87784	EXP3727	63309	Flow_Cytometry	FCM
ES87788	EXP3727	63307	Flow_Cytometry	FCM
ES87789	EXP3727	63321	Flow_Cytometry	FCM
ES87791	EXP3727	63319	Flow_Cytometry	FCM
ES87791	EXP3727	63318	Flow_Cytometry	FCM
ES87800	EXP3727	64187	Flow_Cytometry	FCM
ES87812	EXP3727	65052	Flow_Cytometry	FCM
ES87814	EXP3727	65054	Flow_Cytometry	FCM
ES87816	EXP3727	65065	Flow_Cytometry	FCM
ES87819	EXP3727	62915	Flow_Cytometry	FCM
ES87821	EXP3727	62911	Flow_Cytometry	FCM
ES87825	EXP3727	62923	Flow_Cytometry	FCM
ES87833	EXP3727	63116	Flow_Cytometry	FCM
ES87834	EXP3727	63113	Flow_Cytometry	FCM
ES87836	EXP3727	64217	Flow_Cytometry	FCM
ES87836	EXP3727	64216	Flow_Cytometry	FCM
ES87839	EXP3727	64209	Flow_Cytometry	FCM
ES87846	EXP3727	64906	Flow_Cytometry	FCM
ES87851	EXP3727	64918	Flow_Cytometry	FCM
ES87852	EXP3727	64915	Flow_Cytometry	FCM
ES87853	EXP3727	64917	Flow_Cytometry	FCM
ES87861	EXP3727	62845	Flow_Cytometry	FCM
ES87862	EXP3727	62847	Flow_Cytometry	FCM
ES87863	EXP3727	63187	Flow_Cytometry	FCM
ES87881	EXP3727	63144	Flow_Cytometry	FCM
ES87885	EXP3727	63142	Flow_Cytometry	FCM
ES87889	EXP3727	63150	Flow_Cytometry	FCM
ES87895	EXP3727	64139	Flow_Cytometry	FCM
ES87900	EXP3727	64122	Flow_Cytometry	FCM
ES87904	EXP3727	64120	Flow_Cytometry	FCM
ES87917	EXP3727	63169	Flow_Cytometry	FCM
ES87921	EXP3727	63167	Flow_Cytometry	FCM
ES87930	EXP3727	64855	Flow_Cytometry	FCM
ES87934	EXP3727	64863	Flow_Cytometry	FCM
ES87937	EXP3727	63804	Flow_Cytometry	FCM
ES87938	EXP3727	63795	Flow_Cytometry	FCM
ES87950	EXP3727	63792	Flow_Cytometry	FCM
ES87955	EXP3727	65080	Flow_Cytometry	FCM
ES87955	EXP3727	65081	Flow_Cytometry	FCM
ES87960	EXP3727	65082	Flow_Cytometry	FCM
ES87971	EXP3727	64731	Flow_Cytometry	FCM
ES87972	EXP3727	64726	Flow_Cytometry	FCM
ES87973	EXP3727	64732	Flow_Cytometry	FCM
ES87974	EXP3727	64722	Flow_Cytometry	FCM
ES87977	EXP3727	64739	Flow_Cytometry	FCM
ES87980	EXP3727	64234	Flow_Cytometry	FCM
ES87981	EXP3727	64231	Flow_Cytometry	FCM
ES87983	EXP3727	64227	Flow_Cytometry	FCM
ES87992	EXP3727	64741	Flow_Cytometry	FCM
ES87996	EXP3727	64753	Flow_Cytometry	FCM
ES87997	EXP3727	64755	Flow_Cytometry	FCM
ES87998	EXP3727	63571	Flow_Cytometry	FCM
ES87998	EXP3727	63570	Flow_Cytometry	FCM
ES88001	EXP3727	63562	Flow_Cytometry	FCM
ES88002	EXP3727	63569	Flow_Cytometry	FCM
ES88008	EXP3727	64104	Flow_Cytometry	FCM
ES88015	EXP3727	64115	Flow_Cytometry	FCM
ES88018	EXP3727	64894	Flow_Cytometry	FCM
ES88023	EXP3727	64896	Flow_Cytometry	FCM
ES88026	EXP3727	63513	Flow_Cytometry	FCM
ES88030	EXP3727	63511	Flow_Cytometry	FCM
ES88036	EXP3727	64164	Flow_Cytometry	FCM
ES88037	EXP3727	64154	Flow_Cytometry	FCM
ES88039	EXP3727	64157	Flow_Cytometry	FCM
ES88050	EXP3727	64292	Flow_Cytometry	FCM
ES88060	EXP3727	64790	Flow_Cytometry	FCM
ES88065	EXP3727	63156	Flow_Cytometry	FCM
ES88073	EXP3727	63813	Flow_Cytometry	FCM
ES88079	EXP3727	63606	Flow_Cytometry	FCM
ES88084	EXP3727	63601	Flow_Cytometry	FCM
ES88087	EXP3727	64839	Flow_Cytometry	FCM
ES88099	EXP3727	64678	Flow_Cytometry	FCM
ES88125	EXP3727	63625	Flow_Cytometry	FCM
ES88126	EXP3727	63615	Flow_Cytometry	FCM
ES88130	EXP3727	63626	Flow_Cytometry	FCM
ES88133	EXP3727	64708	Flow_Cytometry	FCM
ES88135	EXP3727	64705	Flow_Cytometry	FCM
ES88136	EXP3727	64711	Flow_Cytometry	FCM
ES88136	EXP3727	64710	Flow_Cytometry	FCM
ES88138	EXP3727	64721	Flow_Cytometry	FCM
ES88138	EXP3727	64720	Flow_Cytometry	FCM
ES88141	EXP3727	64198	Flow_Cytometry	FCM
ES88142	EXP3727	64195	Flow_Cytometry	FCM
ES88158	EXP3727	64826	Flow_Cytometry	FCM
ES88159	EXP3727	64252	Flow_Cytometry	FCM
ES88172	EXP3727	64800	Flow_Cytometry	FCM
ES88175	EXP3727	64807	Flow_Cytometry	FCM
ES88176	EXP3727	64808	Flow_Cytometry	FCM
ES88178	EXP3727	65147	Flow_Cytometry	FCM
ES88183	EXP3727	65158	Flow_Cytometry	FCM
ES88184	EXP3727	65155	Flow_Cytometry	FCM
ES88185	EXP3727	65157	Flow_Cytometry	FCM
ES88186	EXP3727	64271	Flow_Cytometry	FCM
ES88188	EXP3727	64272	Flow_Cytometry	FCM
ES88189	EXP3727	64263	Flow_Cytometry	FCM
ES88194	EXP3727	64276	Flow_Cytometry	FCM
ES88213	EXP3727	63072	Flow_Cytometry	FCM
ES88219	EXP3727	63080	Flow_Cytometry	FCM
ES88221	EXP3727	63079	Flow_Cytometry	FCM
ES88230	EXP3727	63898	Flow_Cytometry	FCM
ES88245	EXP3727	63031	Flow_Cytometry	FCM
ES88248	EXP3727	63042	Flow_Cytometry	FCM
ES88251	EXP3727	65117	Flow_Cytometry	FCM
ES88251	EXP3727	65116	Flow_Cytometry	FCM
ES88256	EXP3727	65118	Flow_Cytometry	FCM
ES88264	EXP3727	64368	Flow_Cytometry	FCM
ES88268	EXP3727	63690	Flow_Cytometry	FCM
ES88269	EXP3727	63696	Flow_Cytometry	FCM
ES88272	EXP3727	63688	Flow_Cytometry	FCM
ES88272	EXP3727	63689	Flow_Cytometry	FCM
ES88275	EXP3727	63700	Flow_Cytometry	FCM
ES88279	EXP3727	63668	Flow_Cytometry	FCM
ES88285	EXP3727	64414	Flow_Cytometry	FCM
ES88287	EXP3727	64416	Flow_Cytometry	FCM
ES88288	EXP3727	64406	Flow_Cytometry	FCM
ES88292	EXP3727	64418	Flow_Cytometry	FCM
ES88295	EXP3727	64375	Flow_Cytometry	FCM
ES88295	EXP3727	64374	Flow_Cytometry	FCM
ES88302	EXP3727	64385	Flow_Cytometry	FCM
ES88305	EXP3727	65134	Flow_Cytometry	FCM
ES88306	EXP3727	65124	Flow_Cytometry	FCM
ES88306	EXP3727	65125	Flow_Cytometry	FCM
ES88307	EXP3727	65131	Flow_Cytometry	FCM
ES88309	EXP3727	65141	Flow_Cytometry	FCM
ES88311	EXP3727	65138	Flow_Cytometry	FCM
ES88317	EXP3727	63367	Flow_Cytometry	FCM
ES88317	EXP3727	63366	Flow_Cytometry	FCM
ES88318	EXP3727	63381	Flow_Cytometry	FCM
ES88319	EXP3727	63377	Flow_Cytometry	FCM
ES88332	EXP3727	63913	Flow_Cytometry	FCM
ES88332	EXP3727	63912	Flow_Cytometry	FCM
ES88334	EXP3727	63908	Flow_Cytometry	FCM
ES88337	EXP3727	63914	Flow_Cytometry	FCM
ES88349	EXP3727	64303	Flow_Cytometry	FCM
ES88352	EXP3727	64305	Flow_Cytometry	FCM
ES88356	EXP3727	64313	Flow_Cytometry	FCM
ES88358	EXP3727	64338	Flow_Cytometry	FCM
ES88359	EXP3727	64344	Flow_Cytometry	FCM
ES88360	EXP3727	64335	Flow_Cytometry	FCM
ES88363	EXP3727	64350	Flow_Cytometry	FCM
ES88394	EXP3727	63419	Flow_Cytometry	FCM
ES88394	EXP3727	63418	Flow_Cytometry	FCM
ES88405	EXP3727	63002	Flow_Cytometry	FCM
ES88417	EXP3727	63097	Flow_Cytometry	FCM
ES88427	EXP3727	63409	Flow_Cytometry	FCM
ES88428	EXP3727	63404	Flow_Cytometry	FCM
ES88428	EXP3727	63405	Flow_Cytometry	FCM
ES88429	EXP3727	63410	Flow_Cytometry	FCM
ES88430	EXP3727	63400	Flow_Cytometry	FCM
ES88432	EXP3727	63402	Flow_Cytometry	FCM
ES88438	EXP3727	63056	Flow_Cytometry	FCM
ES88447	EXP3727	64615	Flow_Cytometry	FCM
ES88454	EXP3727	65096	Flow_Cytometry	FCM
ES88463	EXP3727	64397	Flow_Cytometry	FCM
ES88464	EXP3727	64393	Flow_Cytometry	FCM
ES88468	EXP3727	64391	Flow_Cytometry	FCM
ES88469	EXP3727	64404	Flow_Cytometry	FCM
ES88471	EXP3727	64403	Flow_Cytometry	FCM
ES88474	EXP3727	64949	Flow_Cytometry	FCM
ES88474	EXP3727	64948	Flow_Cytometry	FCM
ES88479	EXP3727	64950	Flow_Cytometry	FCM
ES88482	EXP3727	63387	Flow_Cytometry	FCM
ES88485	EXP3727	63389	Flow_Cytometry	FCM
ES88487	EXP3727	63398	Flow_Cytometry	FCM
ES88500	EXP3727	63654	Flow_Cytometry	FCM
ES88501	EXP3727	63660	Flow_Cytometry	FCM
ES88503	EXP3727	63657	Flow_Cytometry	FCM
ES88504	EXP3727	63652	Flow_Cytometry	FCM
ES88506	EXP3727	63663	Flow_Cytometry	FCM
ES88509	EXP3727	64925	Flow_Cytometry	FCM
ES88511	EXP3727	64920	Flow_Cytometry	FCM
ES88512	EXP3727	64926	Flow_Cytometry	FCM
ES88519	EXP3727	63876	Flow_Cytometry	FCM
ES88525	EXP3727	63880	Flow_Cytometry	FCM
ES88537	EXP3727	64597	Flow_Cytometry	FCM
ES88539	EXP3727	64594	Flow_Cytometry	FCM
ES88540	EXP3727	64589	Flow_Cytometry	FCM
ES88543	EXP3727	64602	Flow_Cytometry	FCM
ES88545	EXP3727	63834	Flow_Cytometry	FCM
ES88546	EXP3727	63841	Flow_Cytometry	FCM
ES88574	EXP3727	63251	Flow_Cytometry	FCM
ES88575	EXP3727	63256	Flow_Cytometry	FCM
ES88578	EXP3727	63262	Flow_Cytometry	FCM
ES88581	EXP3727	63708	Flow_Cytometry	FCM
ES88584	EXP3727	63711	Flow_Cytometry	FCM
ES88589	EXP3727	64434	Flow_Cytometry	FCM
ES88592	EXP3727	64426	Flow_Cytometry	FCM
ES88595	EXP3727	64441	Flow_Cytometry	FCM
ES88596	EXP3727	64437	Flow_Cytometry	FCM
ES88598	EXP3727	63295	Flow_Cytometry	FCM
ES88608	EXP3727	63727	Flow_Cytometry	FCM
ES88611	EXP3727	63729	Flow_Cytometry	FCM
ES88616	EXP3727	64451	Flow_Cytometry	FCM
ES88633	EXP3727	64655	Flow_Cytometry	FCM
ES88638	EXP3727	64467	Flow_Cytometry	FCM
ES88640	EXP3727	64477	Flow_Cytometry	FCM
ES88641	EXP3727	64474	Flow_Cytometry	FCM
ES88643	EXP3727	64965	Flow_Cytometry	FCM
ES88644	EXP3727	64960	Flow_Cytometry	FCM
ES88648	EXP3727	64959	Flow_Cytometry	FCM
ES88650	EXP3727	64968	Flow_Cytometry	FCM
ES88650	EXP3727	64969	Flow_Cytometry	FCM
ES88653	EXP3727	64978	Flow_Cytometry	FCM
ES88654	EXP3727	64984	Flow_Cytometry	FCM
ES88656	EXP3727	64980	Flow_Cytometry	FCM
ES88659	EXP3727	64986	Flow_Cytometry	FCM
ES88660	EXP3727	64988	Flow_Cytometry	FCM
ES88675	EXP3727	63743	Flow_Cytometry	FCM
ES88677	EXP3727	63753	Flow_Cytometry	FCM
ES88685	EXP3727	62867	Flow_Cytometry	FCM
ES88686	EXP3727	62863	Flow_Cytometry	FCM
ES88694	EXP3727	63937	Flow_Cytometry	FCM
ES88700	EXP3727	63233	Flow_Cytometry	FCM
ES88702	EXP3727	63235	Flow_Cytometry	FCM
ES88710	EXP3727	63443	Flow_Cytometry	FCM
ES88713	EXP3727	63449	Flow_Cytometry	FCM
ES88715	EXP3727	63462	Flow_Cytometry	FCM
ES88716	EXP3727	63459	Flow_Cytometry	FCM
ES88720	EXP3727	63457	Flow_Cytometry	FCM
ES88728	EXP3727	63479	Flow_Cytometry	FCM
ES88733	EXP3727	64488	Flow_Cytometry	FCM
ES88737	EXP3727	64486	Flow_Cytometry	FCM
ES88738	EXP3727	64481	Flow_Cytometry	FCM
ES88744	EXP3727	64633	Flow_Cytometry	FCM
ES88745	EXP3727	64623	Flow_Cytometry	FCM
ES88766	EXP3727	63955	Flow_Cytometry	FCM
ES88771	EXP3727	63967	Flow_Cytometry	FCM
ES88773	EXP3727	63963	Flow_Cytometry	FCM
ES88774	EXP3727	63959	Flow_Cytometry	FCM
ES88774	EXP3727	63958	Flow_Cytometry	FCM
ES88784	EXP3727	63991	Flow_Cytometry	FCM
ES88791	EXP3727	64504	Flow_Cytometry	FCM
ES88792	EXP3727	64499	Flow_Cytometry	FCM
ES88802	EXP3727	64531	Flow_Cytometry	FCM
ES88808	EXP3727	63992	Flow_Cytometry	FCM
ES88813	EXP3727	64006	Flow_Cytometry	FCM
ES88814	EXP3727	64018	Flow_Cytometry	FCM
ES88825	EXP3727	65003	Flow_Cytometry	FCM
ES88837	EXP3727	64535	Flow_Cytometry	FCM
ES88850	EXP3727	63277	Flow_Cytometry	FCM
