EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION	FILE_INFO_ID	DATA_FORMAT	RESULT_SCHEMA
ES87849	EXP3727	64908	Flow_Cytometry	FCM
ES87858	EXP3727	62839	Flow_Cytometry	FCM
ES87859	EXP3727	62834	Flow_Cytometry	FCM
ES87861	EXP3727	62844	Flow_Cytometry	FCM
ES87866	EXP3727	63179	Flow_Cytometry	FCM
ES87867	EXP3727	63185	Flow_Cytometry	FCM
ES87870	EXP3727	63190	Flow_Cytometry	FCM
ES87882	EXP3727	63140	Flow_Cytometry	FCM
ES87883	EXP3727	63146	Flow_Cytometry	FCM
ES87890	EXP3727	64144	Flow_Cytometry	FCM
ES87893	EXP3727	64136	Flow_Cytometry	FCM
ES87896	EXP3727	64153	Flow_Cytometry	FCM
ES87898	EXP3727	64151	Flow_Cytometry	FCM
ES87903	EXP3727	64125	Flow_Cytometry	FCM
ES87906	EXP3727	64130	Flow_Cytometry	FCM
ES87907	EXP3727	64132	Flow_Cytometry	FCM
ES87910	EXP3727	64876	Flow_Cytometry	FCM
ES87914	EXP3727	64883	Flow_Cytometry	FCM
ES87915	EXP3727	64878	Flow_Cytometry	FCM
ES87916	EXP3727	64881	Flow_Cytometry	FCM
ES87917	EXP3727	63168	Flow_Cytometry	FCM
ES87922	EXP3727	63162	Flow_Cytometry	FCM
ES87926	EXP3727	64856	Flow_Cytometry	FCM
ES87927	EXP3727	64852	Flow_Cytometry	FCM
ES87930	EXP3727	64854	Flow_Cytometry	FCM
ES87933	EXP3727	64861	Flow_Cytometry	FCM
ES87936	EXP3727	63798	Flow_Cytometry	FCM
ES87940	EXP3727	63796	Flow_Cytometry	FCM
ES87945	EXP3727	63781	Flow_Cytometry	FCM
ES87947	EXP3727	63776	Flow_Cytometry	FCM
ES87948	EXP3727	63783	Flow_Cytometry	FCM
ES87951	EXP3727	63789	Flow_Cytometry	FCM
ES87957	EXP3727	65077	Flow_Cytometry	FCM
ES87961	EXP3727	65085	Flow_Cytometry	FCM
ES87966	EXP3727	64665	Flow_Cytometry	FCM
ES87968	EXP3727	64675	Flow_Cytometry	FCM
ES87969	EXP3727	64672	Flow_Cytometry	FCM
ES87971	EXP3727	64730	Flow_Cytometry	FCM
ES87981	EXP3727	64230	Flow_Cytometry	FCM
ES87984	EXP3727	64233	Flow_Cytometry	FCM
ES87991	EXP3727	64751	Flow_Cytometry	FCM
ES87999	EXP3727	63566	Flow_Cytometry	FCM
ES88006	EXP3727	63577	Flow_Cytometry	FCM
ES88007	EXP3727	64108	Flow_Cytometry	FCM
ES88013	EXP3727	64117	Flow_Cytometry	FCM
ES88013	EXP3727	64116	Flow_Cytometry	FCM
ES88015	EXP3727	64114	Flow_Cytometry	FCM
ES88020	EXP3727	64890	Flow_Cytometry	FCM
ES88021	EXP3727	64887	Flow_Cytometry	FCM
ES88035	EXP3727	64158	Flow_Cytometry	FCM
ES88036	EXP3727	64165	Flow_Cytometry	FCM
ES88046	EXP3727	64281	Flow_Cytometry	FCM
ES88050	EXP3727	64293	Flow_Cytometry	FCM
ES88051	EXP3727	64295	Flow_Cytometry	FCM
ES88052	EXP3727	64785	Flow_Cytometry	FCM
ES88054	EXP3727	64786	Flow_Cytometry	FCM
ES88055	EXP3727	64777	Flow_Cytometry	FCM
ES88056	EXP3727	64783	Flow_Cytometry	FCM
ES88070	EXP3727	63820	Flow_Cytometry	FCM
ES88071	EXP3727	63817	Flow_Cytometry	FCM
ES88084	EXP3727	63600	Flow_Cytometry	FCM
ES88085	EXP3727	63610	Flow_Cytometry	FCM
ES88089	EXP3727	64840	Flow_Cytometry	FCM
ES88104	EXP3727	64700	Flow_Cytometry	FCM
ES88111	EXP3727	63596	Flow_Cytometry	FCM
ES88123	EXP3727	63622	Flow_Cytometry	FCM
ES88140	EXP3727	64719	Flow_Cytometry	FCM
ES88144	EXP3727	64191	Flow_Cytometry	FCM
ES88145	EXP3727	64196	Flow_Cytometry	FCM
ES88148	EXP3727	64203	Flow_Cytometry	FCM
ES88149	EXP3727	64205	Flow_Cytometry	FCM
ES88151	EXP3727	64817	Flow_Cytometry	FCM
ES88152	EXP3727	64822	Flow_Cytometry	FCM
ES88153	EXP3727	64813	Flow_Cytometry	FCM
ES88155	EXP3727	64815	Flow_Cytometry	FCM
ES88166	EXP3727	64257	Flow_Cytometry	FCM
ES88167	EXP3727	64258	Flow_Cytometry	FCM
ES88168	EXP3727	64803	Flow_Cytometry	FCM
ES88169	EXP3727	64798	Flow_Cytometry	FCM
ES88188	EXP3727	64273	Flow_Cytometry	FCM
ES88223	EXP3727	63888	Flow_Cytometry	FCM
ES88224	EXP3727	63894	Flow_Cytometry	FCM
ES88225	EXP3727	63884	Flow_Cytometry	FCM
ES88244	EXP3727	63035	Flow_Cytometry	FCM
ES88247	EXP3727	63041	Flow_Cytometry	FCM
ES88250	EXP3727	65110	Flow_Cytometry	FCM
ES88253	EXP3727	65112	Flow_Cytometry	FCM
ES88256	EXP3727	65119	Flow_Cytometry	FCM
ES88259	EXP3727	64357	Flow_Cytometry	FCM
ES88265	EXP3727	64364	Flow_Cytometry	FCM
ES88270	EXP3727	63687	Flow_Cytometry	FCM
ES88273	EXP3727	63702	Flow_Cytometry	FCM
ES88274	EXP3727	63699	Flow_Cytometry	FCM
ES88275	EXP3727	63701	Flow_Cytometry	FCM
ES88284	EXP3727	63683	Flow_Cytometry	FCM
ES88293	EXP3727	64421	Flow_Cytometry	FCM
ES88294	EXP3727	64378	Flow_Cytometry	FCM
ES88301	EXP3727	64383	Flow_Cytometry	FCM
ES88303	EXP3727	65133	Flow_Cytometry	FCM
ES88305	EXP3727	65135	Flow_Cytometry	FCM
ES88307	EXP3727	65130	Flow_Cytometry	FCM
ES88309	EXP3727	65140	Flow_Cytometry	FCM
ES88310	EXP3727	65137	Flow_Cytometry	FCM
ES88330	EXP3727	63910	Flow_Cytometry	FCM
ES88331	EXP3727	63906	Flow_Cytometry	FCM
ES88355	EXP3727	64311	Flow_Cytometry	FCM
ES88363	EXP3727	64351	Flow_Cytometry	FCM
ES88366	EXP3727	63641	Flow_Cytometry	FCM
ES88367	EXP3727	63636	Flow_Cytometry	FCM
ES88370	EXP3727	63639	Flow_Cytometry	FCM
ES88373	EXP3727	63644	Flow_Cytometry	FCM
ES88396	EXP3727	63421	Flow_Cytometry	FCM
ES88398	EXP3727	63431	Flow_Cytometry	FCM
ES88399	EXP3727	63432	Flow_Cytometry	FCM
ES88402	EXP3727	63011	Flow_Cytometry	FCM
ES88406	EXP3727	63017	Flow_Cytometry	FCM
ES88407	EXP3727	63013	Flow_Cytometry	FCM
ES88407	EXP3727	63012	Flow_Cytometry	FCM
ES88410	EXP3727	63087	Flow_Cytometry	FCM
ES88418	EXP3727	63857	Flow_Cytometry	FCM
ES88419	EXP3727	63852	Flow_Cytometry	FCM
ES88421	EXP3727	63849	Flow_Cytometry	FCM
ES88422	EXP3727	63854	Flow_Cytometry	FCM
ES88423	EXP3727	63850	Flow_Cytometry	FCM
ES88434	EXP3727	63412	Flow_Cytometry	FCM
ES88435	EXP3727	63415	Flow_Cytometry	FCM
ES88436	EXP3727	63054	Flow_Cytometry	FCM
ES88436	EXP3727	63055	Flow_Cytometry	FCM
ES88438	EXP3727	63057	Flow_Cytometry	FCM
ES88439	EXP3727	63046	Flow_Cytometry	FCM
ES88441	EXP3727	63049	Flow_Cytometry	FCM
ES88443	EXP3727	63059	Flow_Cytometry	FCM
ES88447	EXP3727	64616	Flow_Cytometry	FCM
ES88450	EXP3727	64608	Flow_Cytometry	FCM
ES88453	EXP3727	64619	Flow_Cytometry	FCM
ES88453	EXP3727	64620	Flow_Cytometry	FCM
ES88457	EXP3727	65088	Flow_Cytometry	FCM
ES88459	EXP3727	65091	Flow_Cytometry	FCM
ES88462	EXP3727	65102	Flow_Cytometry	FCM
ES88473	EXP3727	64942	Flow_Cytometry	FCM
ES88475	EXP3727	64938	Flow_Cytometry	FCM
ES88476	EXP3727	64945	Flow_Cytometry	FCM
ES88478	EXP3727	64954	Flow_Cytometry	FCM
ES88499	EXP3727	63659	Flow_Cytometry	FCM
ES88504	EXP3727	63653	Flow_Cytometry	FCM
ES88517	EXP3727	63875	Flow_Cytometry	FCM
ES88535	EXP3727	64596	Flow_Cytometry	FCM
ES88538	EXP3727	64587	Flow_Cytometry	FCM
ES88541	EXP3727	64603	Flow_Cytometry	FCM
ES88549	EXP3727	63833	Flow_Cytometry	FCM
ES88552	EXP3727	63844	Flow_Cytometry	FCM
ES88565	EXP3727	64317	Flow_Cytometry	FCM
ES88571	EXP3727	63258	Flow_Cytometry	FCM
ES88583	EXP3727	63705	Flow_Cytometry	FCM
ES88599	EXP3727	63290	Flow_Cytometry	FCM
ES88600	EXP3727	63297	Flow_Cytometry	FCM
ES88606	EXP3727	63300	Flow_Cytometry	FCM
ES88609	EXP3727	63733	Flow_Cytometry	FCM
ES88612	EXP3727	63724	Flow_Cytometry	FCM
ES88617	EXP3727	64447	Flow_Cytometry	FCM
ES88619	EXP3727	64444	Flow_Cytometry	FCM
ES88620	EXP3727	64449	Flow_Cytometry	FCM
ES88621	EXP3727	64445	Flow_Cytometry	FCM
ES88621	EXP3727	64446	Flow_Cytometry	FCM
ES88627	EXP3727	64652	Flow_Cytometry	FCM
ES88631	EXP3727	64658	Flow_Cytometry	FCM
ES88631	EXP3727	64657	Flow_Cytometry	FCM
ES88636	EXP3727	64472	Flow_Cytometry	FCM
ES88642	EXP3727	64475	Flow_Cytometry	FCM
ES88646	EXP3727	64957	Flow_Cytometry	FCM
ES88652	EXP3727	64983	Flow_Cytometry	FCM
ES88655	EXP3727	64975	Flow_Cytometry	FCM
ES88656	EXP3727	64981	Flow_Cytometry	FCM
ES88657	EXP3727	64977	Flow_Cytometry	FCM
ES88673	EXP3727	63740	Flow_Cytometry	FCM
ES88681	EXP3727	62861	Flow_Cytometry	FCM
ES88684	EXP3727	62852	Flow_Cytometry	FCM
ES88684	EXP3727	62853	Flow_Cytometry	FCM
ES88686	EXP3727	62862	Flow_Cytometry	FCM
ES88690	EXP3727	63930	Flow_Cytometry	FCM
ES88697	EXP3727	63241	Flow_Cytometry	FCM
ES88707	EXP3727	63440	Flow_Cytometry	FCM
ES88708	EXP3727	63447	Flow_Cytometry	FCM
ES88722	EXP3727	63467	Flow_Cytometry	FCM
ES88726	EXP3727	63482	Flow_Cytometry	FCM
ES88726	EXP3727	63483	Flow_Cytometry	FCM
ES88727	EXP3727	63473	Flow_Cytometry	FCM
ES88728	EXP3727	63478	Flow_Cytometry	FCM
ES88729	EXP3727	63474	Flow_Cytometry	FCM
ES88730	EXP3727	63488	Flow_Cytometry	FCM
ES88733	EXP3727	64487	Flow_Cytometry	FCM
ES88736	EXP3727	64479	Flow_Cytometry	FCM
ES88739	EXP3727	64496	Flow_Cytometry	FCM
ES88740	EXP3727	64491	Flow_Cytometry	FCM
ES88744	EXP3727	64634	Flow_Cytometry	FCM
ES88755	EXP3727	63765	Flow_Cytometry	FCM
ES88762	EXP3727	63949	Flow_Cytometry	FCM
ES88762	EXP3727	63948	Flow_Cytometry	FCM
ES88765	EXP3727	63940	Flow_Cytometry	FCM
ES88769	EXP3727	63964	Flow_Cytometry	FCM
ES88770	EXP3727	63961	Flow_Cytometry	FCM
ES88779	EXP3727	63979	Flow_Cytometry	FCM
ES88779	EXP3727	63978	Flow_Cytometry	FCM
ES88783	EXP3727	63976	Flow_Cytometry	FCM
ES88789	EXP3727	64507	Flow_Cytometry	FCM
ES88790	EXP3727	64497	Flow_Cytometry	FCM
ES88798	EXP3727	64526	Flow_Cytometry	FCM
ES88799	EXP3727	64516	Flow_Cytometry	FCM
ES88806	EXP3727	63996	Flow_Cytometry	FCM
ES88807	EXP3727	64003	Flow_Cytometry	FCM
ES88809	EXP3727	63998	Flow_Cytometry	FCM
ES88809	EXP3727	63999	Flow_Cytometry	FCM
ES88810	EXP3727	63994	Flow_Cytometry	FCM
ES88811	EXP3727	64008	Flow_Cytometry	FCM
ES88815	EXP3727	64015	Flow_Cytometry	FCM
ES88819	EXP3727	64012	Flow_Cytometry	FCM
ES88821	EXP3727	64022	Flow_Cytometry	FCM
ES88825	EXP3727	65002	Flow_Cytometry	FCM
ES88826	EXP3727	64993	Flow_Cytometry	FCM
ES88829	EXP3727	65008	Flow_Cytometry	FCM
ES88830	EXP3727	65004	Flow_Cytometry	FCM
ES88831	EXP3727	65007	Flow_Cytometry	FCM
ES88833	EXP3727	64537	Flow_Cytometry	FCM
ES88839	EXP3727	64545	Flow_Cytometry	FCM
ES88851	EXP3727	63273	Flow_Cytometry	FCM
ES88855	EXP3727	63271	Flow_Cytometry	FCM
ES88859	EXP3727	64560	Flow_Cytometry	FCM
ES88862	EXP3727	64552	Flow_Cytometry	FCM
ES88863	EXP3727	64558	Flow_Cytometry	FCM
ES88882	EXP3727	64048	Flow_Cytometry	FCM
ES88887	EXP3727	65015	Flow_Cytometry	FCM
ES88890	EXP3727	65016	Flow_Cytometry	FCM
ES88894	EXP3727	65025	Flow_Cytometry	FCM
ES88894	EXP3727	65024	Flow_Cytometry	FCM
ES88898	EXP3727	65029	Flow_Cytometry	FCM
ES88902	EXP3727	65040	Flow_Cytometry	FCM
ES88913	EXP3727	65935	Flow_Cytometry	FCM
ES88914	EXP3727	65927	Flow_Cytometry	FCM
ES88916	EXP3727	65929	Flow_Cytometry	FCM
ES88917	EXP3727	65918	Flow_Cytometry	FCM
ES88918	EXP3727	65925	Flow_Cytometry	FCM
ES88919	EXP3727	65921	Flow_Cytometry	FCM
ES88920	EXP3727	65930	Flow_Cytometry	FCM
ES88927	EXP3727	68584	Flow_Cytometry	FCM
ES88932	EXP3727	66016	Flow_Cytometry	FCM
ES88935	EXP3727	66008	Flow_Cytometry	FCM
ES88940	EXP3727	66186	Flow_Cytometry	FCM
ES88944	EXP3727	66170	Flow_Cytometry	FCM
ES88948	EXP3727	66184	Flow_Cytometry	FCM
ES88949	EXP3727	65605	Flow_Cytometry	FCM
ES88951	EXP3727	65592	Flow_Cytometry	FCM
ES88956	EXP3727	65601	Flow_Cytometry	FCM
ES88958	EXP3727	65640	Flow_Cytometry	FCM
ES88963	EXP3727	65631	Flow_Cytometry	FCM
ES88971	EXP3727	65666	Flow_Cytometry	FCM
ES88975	EXP3727	65680	Flow_Cytometry	FCM
ES88983	EXP3727	66308	Flow_Cytometry	FCM
ES88998	EXP3727	66026	Flow_Cytometry	FCM
ES89000	EXP3727	66029	Flow_Cytometry	FCM
ES89001	EXP3727	66039	Flow_Cytometry	FCM
ES89003	EXP3727	68604	Flow_Cytometry	FCM
ES89007	EXP3727	68589	Flow_Cytometry	FCM
ES89009	EXP3727	68591	Flow_Cytometry	FCM
ES89013	EXP3727	68668	Flow_Cytometry	FCM
ES89017	EXP3727	68667	Flow_Cytometry	FCM
ES89030	EXP3727	65952	Flow_Cytometry	FCM
ES89037	EXP3727	65948	Flow_Cytometry	FCM
ES89038	EXP3727	65951	Flow_Cytometry	FCM
ES89039	EXP3727	66222	Flow_Cytometry	FCM
ES89040	EXP3727	66215	Flow_Cytometry	FCM
ES89041	EXP3727	66210	Flow_Cytometry	FCM
ES89053	EXP3727	65576	Flow_Cytometry	FCM
ES89054	EXP3727	65573	Flow_Cytometry	FCM
ES89055	EXP3727	65582	Flow_Cytometry	FCM
ES89070	EXP3727	65642	Flow_Cytometry	FCM
ES89072	EXP3727	65645	Flow_Cytometry	FCM
ES89074	EXP3727	65657	Flow_Cytometry	FCM
ES89077	EXP3727	65441	Flow_Cytometry	FCM
ES89078	EXP3727	65431	Flow_Cytometry	FCM
ES89083	EXP3727	66115	Flow_Cytometry	FCM
ES89085	EXP3727	66103	Flow_Cytometry	FCM
ES89087	EXP3727	66099	Flow_Cytometry	FCM
ES89092	EXP3727	66492	Flow_Cytometry	FCM
ES89094	EXP3727	66481	Flow_Cytometry	FCM
ES89098	EXP3727	66479	Flow_Cytometry	FCM
ES89102	EXP3727	68711	Flow_Cytometry	FCM
ES89104	EXP3727	68712	Flow_Cytometry	FCM
ES89124	EXP3727	66597	Flow_Cytometry	FCM
ES89124	EXP3727	66596	Flow_Cytometry	FCM
ES89128	EXP3727	66510	Flow_Cytometry	FCM
ES89130	EXP3727	66499	Flow_Cytometry	FCM
ES89137	EXP3727	66589	Flow_Cytometry	FCM
ES89139	EXP3727	66577	Flow_Cytometry	FCM
ES89143	EXP3727	66575	Flow_Cytometry	FCM
ES89143	EXP3727	66574	Flow_Cytometry	FCM
ES89146	EXP3727	68658	Flow_Cytometry	FCM
ES89147	EXP3727	68651	Flow_Cytometry	FCM
ES89149	EXP3727	68653	Flow_Cytometry	FCM
ES89149	EXP3727	68652	Flow_Cytometry	FCM
ES89153	EXP3727	68654	Flow_Cytometry	FCM
ES89155	EXP3727	65429	Flow_Cytometry	FCM
ES89156	EXP3727	65421	Flow_Cytometry	FCM
ES89160	EXP3727	65418	Flow_Cytometry	FCM
ES89164	EXP3727	66168	Flow_Cytometry	FCM
ES89165	EXP3727	66160	Flow_Cytometry	FCM
ES89168	EXP3727	66152	Flow_Cytometry	FCM
ES89171	EXP3727	66164	Flow_Cytometry	FCM
ES89174	EXP3727	66545	Flow_Cytometry	FCM
ES89176	EXP3727	66547	Flow_Cytometry	FCM
ES89186	EXP3727	68577	Flow_Cytometry	FCM
ES89194	EXP3727	68472	Flow_Cytometry	FCM
ES89196	EXP3727	68469	Flow_Cytometry	FCM
ES89197	EXP3727	68465	Flow_Cytometry	FCM
ES89201	EXP3727	65385	Flow_Cytometry	FCM
ES89202	EXP3727	65381	Flow_Cytometry	FCM
ES89219	EXP3727	66526	Flow_Cytometry	FCM
ES89221	EXP3727	66528	Flow_Cytometry	FCM
ES89222	EXP3727	66518	Flow_Cytometry	FCM
ES89237	EXP3727	66142	Flow_Cytometry	FCM
ES89239	EXP3727	66144	Flow_Cytometry	FCM
ES89239	EXP3727	66145	Flow_Cytometry	FCM
ES89243	EXP3727	66147	Flow_Cytometry	FCM
ES89246	EXP3727	66196	Flow_Cytometry	FCM
ES89249	EXP3727	66188	Flow_Cytometry	FCM
ES89264	EXP3727	68632	Flow_Cytometry	FCM
ES89266	EXP3727	68634	Flow_Cytometry	FCM
ES89267	EXP3727	68624	Flow_Cytometry	FCM
ES89268	EXP3727	68630	Flow_Cytometry	FCM
ES89272	EXP3727	66439	Flow_Cytometry	FCM
ES89274	EXP3727	66426	Flow_Cytometry	FCM
ES89278	EXP3727	66425	Flow_Cytometry	FCM
ES89280	EXP3727	66437	Flow_Cytometry	FCM
ES89280	EXP3727	66436	Flow_Cytometry	FCM
ES89281	EXP3727	68737	Flow_Cytometry	FCM
ES89282	EXP3727	68729	Flow_Cytometry	FCM
ES89287	EXP3727	68723	Flow_Cytometry	FCM
ES89293	EXP3727	66253	Flow_Cytometry	FCM
ES89296	EXP3727	66244	Flow_Cytometry	FCM
ES89296	EXP3727	66245	Flow_Cytometry	FCM
ES89302	EXP3727	66271	Flow_Cytometry	FCM
ES89303	EXP3727	66260	Flow_Cytometry	FCM
ES89311	EXP3727	68575	Flow_Cytometry	FCM
ES89312	EXP3727	68570	Flow_Cytometry	FCM
ES89317	EXP3727	65899	Flow_Cytometry	FCM
ES89320	EXP3727	65893	Flow_Cytometry	FCM
ES89321	EXP3727	65883	Flow_Cytometry	FCM
ES89331	EXP3727	68613	Flow_Cytometry	FCM
ES89332	EXP3727	68608	Flow_Cytometry	FCM
ES89336	EXP3727	68692	Flow_Cytometry	FCM
ES89343	EXP3727	68699	Flow_Cytometry	FCM
ES89347	EXP3727	66324	Flow_Cytometry	FCM
ES89351	EXP3727	66326	Flow_Cytometry	FCM
ES89352	EXP3727	66328	Flow_Cytometry	FCM
ES89354	EXP3727	68488	Flow_Cytometry	FCM
ES89356	EXP3727	68490	Flow_Cytometry	FCM
ES89357	EXP3727	68480	Flow_Cytometry	FCM
ES89362	EXP3727	65917	Flow_Cytometry	FCM
ES89366	EXP3727	65901	Flow_Cytometry	FCM
ES89367	EXP3727	65907	Flow_Cytometry	FCM
ES89373	EXP3727	66120	Flow_Cytometry	FCM
ES89374	EXP3727	66126	Flow_Cytometry	FCM
ES89374	EXP3727	66127	Flow_Cytometry	FCM
ES89379	EXP3727	66130	Flow_Cytometry	FCM
ES89379	EXP3727	66131	Flow_Cytometry	FCM
ES89385	EXP3727	66561	Flow_Cytometry	FCM
ES89401	EXP3727	66446	Flow_Cytometry	FCM
ES89405	EXP3727	66696	Flow_Cytometry	FCM
ES89408	EXP3727	66691	Flow_Cytometry	FCM
ES89408	EXP3727	66690	Flow_Cytometry	FCM
ES89417	EXP3727	65665	Flow_Cytometry	FCM
ES89425	EXP3727	68742	Flow_Cytometry	FCM
ES89426	EXP3727	68749	Flow_Cytometry	FCM
ES89429	EXP3727	68741	Flow_Cytometry	FCM
ES89434	EXP3727	66667	Flow_Cytometry	FCM
ES89439	EXP3727	66674	Flow_Cytometry	FCM
ES89441	EXP3727	65411	Flow_Cytometry	FCM
ES89455	EXP3727	65871	Flow_Cytometry	FCM
ES89456	EXP3727	65867	Flow_Cytometry	FCM
ES89464	EXP3727	66285	Flow_Cytometry	FCM
ES89467	EXP3727	66292	Flow_Cytometry	FCM
ES89468	EXP3727	68779	Flow_Cytometry	FCM
ES89473	EXP3727	68768	Flow_Cytometry	FCM
ES89480	EXP3727	66054	Flow_Cytometry	FCM
ES89485	EXP3727	66058	Flow_Cytometry	FCM
ES89487	EXP3727	66467	Flow_Cytometry	FCM
ES89492	EXP3727	66460	Flow_Cytometry	FCM
ES89493	EXP3727	66470	Flow_Cytometry	FCM
ES89495	EXP3727	66240	Flow_Cytometry	FCM
ES89499	EXP3727	66224	Flow_Cytometry	FCM
ES89507	EXP3727	68526	Flow_Cytometry	FCM
ES89510	EXP3727	68519	Flow_Cytometry	FCM
ES89527	EXP3727	65185	Flow_Cytometry	FCM
ES89536	EXP3727	66392	Flow_Cytometry	FCM
ES89551	EXP3727	66355	Flow_Cytometry	FCM
ES89556	EXP3727	66362	Flow_Cytometry	FCM
ES89558	EXP3727	66079	Flow_Cytometry	FCM
ES89565	EXP3727	66074	Flow_Cytometry	FCM
ES89593	EXP3727	66623	Flow_Cytometry	FCM
ES89594	EXP3727	66385	Flow_Cytometry	FCM
ES89599	EXP3727	66375	Flow_Cytometry	FCM
ES89601	EXP3727	66380	Flow_Cytometry	FCM
ES89602	EXP3727	66382	Flow_Cytometry	FCM
ES89634	EXP3727	66644	Flow_Cytometry	FCM
ES89638	EXP3727	66658	Flow_Cytometry	FCM
ES89641	EXP3727	65556	Flow_Cytometry	FCM
ES89644	EXP3727	65558	Flow_Cytometry	FCM
ES89645	EXP3727	65555	Flow_Cytometry	FCM
ES89646	EXP3727	65564	Flow_Cytometry	FCM
ES89649	EXP3727	65543	Flow_Cytometry	FCM
ES89651	EXP3727	65545	Flow_Cytometry	FCM
ES89653	EXP3727	65540	Flow_Cytometry	FCM
ES89654	EXP3727	65537	Flow_Cytometry	FCM
ES89655	EXP3727	65547	Flow_Cytometry	FCM
ES89656	EXP3727	65549	Flow_Cytometry	FCM
ES89667	EXP3727	65165	Flow_Cytometry	FCM
ES89670	EXP3727	65166	Flow_Cytometry	FCM
ES89672	EXP3727	65177	Flow_Cytometry	FCM
ES89686	EXP3727	65521	Flow_Cytometry	FCM
ES89687	EXP3727	65527	Flow_Cytometry	FCM
ES89688	EXP3727	65517	Flow_Cytometry	FCM
ES89695	EXP3727	68557	Flow_Cytometry	FCM
ES89697	EXP3727	68552	Flow_Cytometry	FCM
ES89697	EXP3727	68553	Flow_Cytometry	FCM
ES89720	EXP3727	65213	Flow_Cytometry	FCM
ES89724	EXP3727	65196	Flow_Cytometry	FCM
ES89751	EXP3727	65684	Flow_Cytometry	FCM
ES89752	EXP3727	65691	Flow_Cytometry	FCM
ES89753	EXP3727	65687	Flow_Cytometry	FCM
ES89754	EXP3727	65697	Flow_Cytometry	FCM
ES89758	EXP3727	66631	Flow_Cytometry	FCM
ES89759	EXP3727	66636	Flow_Cytometry	FCM
ES89780	EXP3727	66083	Flow_Cytometry	FCM
ES89793	EXP3727	65729	Flow_Cytometry	FCM
ES89795	EXP3727	65730	Flow_Cytometry	FCM
ES89796	EXP3727	65721	Flow_Cytometry	FCM
ES89799	EXP3727	65733	Flow_Cytometry	FCM
ES89821	EXP3727	65237	Flow_Cytometry	FCM
ES89823	EXP3727	65233	Flow_Cytometry	FCM
ES89826	EXP3727	65245	Flow_Cytometry	FCM
ES89826	EXP3727	65244	Flow_Cytometry	FCM
ES89837	EXP3727	65719	Flow_Cytometry	FCM
ES89855	EXP3727	66348	Flow_Cytometry	FCM
ES89857	EXP3727	66337	Flow_Cytometry	FCM
ES89858	EXP3727	66343	Flow_Cytometry	FCM
ES89859	EXP3727	66332	Flow_Cytometry	FCM
ES89860	EXP3727	66339	Flow_Cytometry	FCM
ES89866	EXP3727	65218	Flow_Cytometry	FCM
ES89867	EXP3727	65224	Flow_Cytometry	FCM
ES89868	EXP3727	65214	Flow_Cytometry	FCM
ES89871	EXP3727	65226	Flow_Cytometry	FCM
ES89892	EXP3727	65747	Flow_Cytometry	FCM
ES89892	EXP3727	65746	Flow_Cytometry	FCM
ES89893	EXP3727	65743	Flow_Cytometry	FCM
ES89893	EXP3727	65742	Flow_Cytometry	FCM
ES89895	EXP3727	65738	Flow_Cytometry	FCM
ES89896	EXP3727	65745	Flow_Cytometry	FCM
ES89898	EXP3727	65750	Flow_Cytometry	FCM
ES89918	EXP3727	65772	Flow_Cytometry	FCM
ES89926	EXP3727	65770	Flow_Cytometry	FCM
ES89928	EXP3727	65783	Flow_Cytometry	FCM
ES89928	EXP3727	65782	Flow_Cytometry	FCM
ES89929	EXP3727	65778	Flow_Cytometry	FCM
ES89930	EXP3727	65784	Flow_Cytometry	FCM
ES89932	EXP3727	65780	Flow_Cytometry	FCM
ES89933	EXP3727	65777	Flow_Cytometry	FCM
ES89937	EXP3727	65276	Flow_Cytometry	FCM
ES89939	EXP3727	65279	Flow_Cytometry	FCM
ES89939	EXP3727	65278	Flow_Cytometry	FCM
ES89942	EXP3727	65270	Flow_Cytometry	FCM
ES89946	EXP3727	65800	Flow_Cytometry	FCM
ES89949	EXP3727	65793	Flow_Cytometry	FCM
ES89950	EXP3727	65799	Flow_Cytometry	FCM
ES89952	EXP3727	65805	Flow_Cytometry	FCM
ES89977	EXP3727	65960	Flow_Cytometry	FCM
ES89992	EXP3727	65326	Flow_Cytometry	FCM
ES90058	EXP3727	65817	Flow_Cytometry	FCM
ES90061	EXP3727	65824	Flow_Cytometry	FCM
ES90072	EXP3727	65366	Flow_Cytometry	FCM
ES90077	EXP3727	65360	Flow_Cytometry	FCM
ES90080	EXP3727	65356	Flow_Cytometry	FCM
ES90083	EXP3727	65350	Flow_Cytometry	FCM
ES90086	EXP3727	65342	Flow_Cytometry	FCM
ES90087	EXP3727	65353	Flow_Cytometry	FCM
ES90098	EXP3727	66007	Flow_Cytometry	FCM
ES90101	EXP3727	66000	Flow_Cytometry	FCM
ES90103	EXP3727	65996	Flow_Cytometry	FCM
ES90105	EXP3727	66003	Flow_Cytometry	FCM
ES90106	EXP3727	66005	Flow_Cytometry	FCM
ES90106	EXP3727	66004	Flow_Cytometry	FCM
ES90109	EXP3727	65466	Flow_Cytometry	FCM
ES90110	EXP3727	65472	Flow_Cytometry	FCM
ES90139	EXP3727	65311	Flow_Cytometry	FCM
ES90142	EXP3727	65318	Flow_Cytometry	FCM
ES90173	EXP3727	65491	Flow_Cytometry	FCM
ES90178	EXP3727	65495	Flow_Cytometry	FCM
ES90182	EXP3727	65260	Flow_Cytometry	FCM
ES90183	EXP3727	65250	Flow_Cytometry	FCM
