FCS_HEADER_ID	EXPERIMENT_ACCESSION	EXPSAMPLE_ACCESSION	FILE_INFO_ID	FCS_FILENAME	FCS_VERSION	COMPENSATION_FLAG	PANEL_REPORTED	PANEL_PREFERRED	NUMBER_OF_EVENTS	MINIMUM_INTENSITY	MAXIMUM_INTENSITY	NUMBER_OF_MARKERS	FCS_HEADER_TEXT
133735	EXP3727	ES103428	69972	11243152.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		121215	0	1023	6	
130071	EXP3727	ES103429	69964	11243151.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
134929	EXP3727	ES103430	69960	11243151.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
127052	EXP3727	ES103431	69966	11243151.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
83026	EXP3727	ES103432	69956	11243151.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
135200	EXP3727	ES103433	69962	11243151.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
90885	EXP3727	ES103434	69958	11243151.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
143630	EXP3727	ES103435	69968	11243151.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
78194	EXP3727	ES103436	69970	11243151.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
76742	EXP3727	ES103437	68115	12083142.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
103146	EXP3727	ES103438	68107	12083141.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
86322	EXP3727	ES103439	68103	12083141.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
117652	EXP3727	ES103440	68109	12083141.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
150400	EXP3727	ES103441	68099	12083141.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
111688	EXP3727	ES103442	68105	12083141.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
124063	EXP3727	ES103443	68101	12083141.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
131671	EXP3727	ES103444	68111	12083141.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
99820	EXP3727	ES103445	68113	12083141.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
109777	EXP3727	ES103446	70274	11263272.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		131955	0	1023	6	
121675	EXP3727	ES103447	70266	11263271.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
111428	EXP3727	ES103448	70262	11263271.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
93514	EXP3727	ES103449	70268	11263271.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
103379	EXP3727	ES103450	70258	11263271.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
136179	EXP3727	ES103451	70264	11263271.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
134800	EXP3727	ES103452	70260	11263271.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
92625	EXP3727	ES103453	70270	11263271.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
113574	EXP3727	ES103454	70272	11263271.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
134165	EXP3727	ES103455	67595	11283172.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		60975	0	1023	6	
126283	EXP3727	ES103456	67587	11283171.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
93124	EXP3727	ES103457	67583	11283171.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
98318	EXP3727	ES103458	67589	11283171.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
93828	EXP3727	ES103459	67579	11283171.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
135714	EXP3727	ES103460	67585	11283171.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
90132	EXP3727	ES103461	67581	11283171.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
104863	EXP3727	ES103462	67591	11283171.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
123684	EXP3727	ES103463	67593	11283171.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
120889	EXP3727	ES103464	70026	11243182.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		163470	0	1023	6	
111271	EXP3727	ES103465	70018	11243181.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
77265	EXP3727	ES103466	70014	11243181.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
142057	EXP3727	ES103467	70020	11243181.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
131282	EXP3727	ES103468	70010	11243181.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
104777	EXP3727	ES103469	70016	11243181.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
109761	EXP3727	ES103470	70012	11243181.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
107395	EXP3727	ES103471	70022	11243181.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
78447	EXP3727	ES103472	70024	11243181.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
117135	EXP3727	ES103473	70008	11243172.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		175995	0	1023	6	
139435	EXP3727	ES103474	70000	11243171.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
148550	EXP3727	ES103475	69996	11243171.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
104215	EXP3727	ES103476	70002	11243171.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
147058	EXP3727	ES103477	69992	11243171.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
83493	EXP3727	ES103478	69998	11243171.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
97543	EXP3727	ES103479	69994	11243171.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
99328	EXP3727	ES103480	70004	11243171.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
138625	EXP3727	ES103481	70006	11243171.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
102507	EXP3727	ES103482	69720	11203242.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
140764	EXP3727	ES103483	69712	11203241.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
138800	EXP3727	ES103484	69708	11203241.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
107746	EXP3727	ES103485	69714	11203241.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
100882	EXP3727	ES103486	69704	11203241.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
138558	EXP3727	ES103487	69710	11203241.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
138474	EXP3727	ES103488	69706	11203241.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
125864	EXP3727	ES103489	69716	11203241.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
130449	EXP3727	ES103490	69718	11203241.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
139989	EXP3727	ES103491	70256	11263262.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
136693	EXP3727	ES103492	70248	11263261.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
127665	EXP3727	ES103493	70244	11263261.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		14220	0	1023	6	
95949	EXP3727	ES103494	70250	11263261.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
121312	EXP3727	ES103495	70240	11263261.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
87425	EXP3727	ES103496	70246	11263261.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
85933	EXP3727	ES103497	70242	11263261.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
107263	EXP3727	ES103498	70252	11263261.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
146467	EXP3727	ES103499	70254	11263261.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
148460	EXP3727	ES103500	67989	12043122.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
142618	EXP3727	ES103501	67981	12043121.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
94036	EXP3727	ES103502	67977	12043121.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
107139	EXP3727	ES103503	67983	12043121.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
120145	EXP3727	ES103504	67973	12043121.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
150413	EXP3727	ES103505	67979	12043121.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
83795	EXP3727	ES103506	67975	12043121.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
78738	EXP3727	ES103507	67985	12043121.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
125573	EXP3727	ES103508	67987	12043121.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
131223	EXP3727	ES103509	70170	11263212.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		54900	0	1023	6	
134843	EXP3727	ES103510	70162	11263211.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
141769	EXP3727	ES103511	70158	11263211.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
137031	EXP3727	ES103512	70164	11263211.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
94698	EXP3727	ES103513	70154	11263211.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
137701	EXP3727	ES103514	70160	11263211.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
125296	EXP3727	ES103515	70156	11263211.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
142931	EXP3727	ES103516	70166	11263211.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
100505	EXP3727	ES103517	70168	11263211.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		15705	0	1023	6	
133022	EXP3727	ES103518	68079	12053092.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		131970	0	1023	6	
96010	EXP3727	ES103519	68071	12053091.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
86159	EXP3727	ES103520	68067	12053091.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
134571	EXP3727	ES103521	68073	12053091.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
115055	EXP3727	ES103522	68063	12053091.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
114725	EXP3727	ES103523	68069	12053091.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
118090	EXP3727	ES103524	68065	12053091.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
98737	EXP3727	ES103525	68075	12053091.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
115771	EXP3727	ES103526	68077	12053091.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
80996	EXP3727	ES103527	68365	12103102.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
105601	EXP3727	ES103528	68357	12103101.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
120806	EXP3727	ES103529	68353	12103101.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
116254	EXP3727	ES103530	68359	12103101.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
93334	EXP3727	ES103531	68349	12103101.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
133126	EXP3727	ES103532	68355	12103101.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
122820	EXP3727	ES103533	68351	12103101.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
79587	EXP3727	ES103534	68361	12103101.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
134845	EXP3727	ES103535	68363	12103101.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
77929	EXP3727	ES103536	68293	12103062.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
107675	EXP3727	ES103537	68285	12103061.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
81314	EXP3727	ES103538	68281	12103061.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
78994	EXP3727	ES103539	68287	12103061.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
115555	EXP3727	ES103540	68277	12103061.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
81055	EXP3727	ES103541	68283	12103061.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
81823	EXP3727	ES103542	68279	12103061.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
145446	EXP3727	ES103543	68289	12103061.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
121412	EXP3727	ES103544	68291	12103061.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
111720	EXP3727	ES103545	70044	11243192.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
93291	EXP3727	ES103546	70036	11243191.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
138127	EXP3727	ES103547	70032	11243191.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
141089	EXP3727	ES103548	70038	11243191.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
95797	EXP3727	ES103549	70028	11243191.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
80200	EXP3727	ES103550	70034	11243191.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
84195	EXP3727	ES103551	70030	11243191.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
129624	EXP3727	ES103552	70040	11243191.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
88376	EXP3727	ES103553	70042	11243191.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
124312	EXP3727	ES103554	67577	11283162.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		96870	0	1023	6	
104659	EXP3727	ES103555	67569	11283161.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
103632	EXP3727	ES103556	67565	11283161.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
134292	EXP3727	ES103557	67571	11283161.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		19425	0	1023	6	
141996	EXP3727	ES103558	67561	11283161.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
138556	EXP3727	ES103559	67567	11283161.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		19125	0	1023	6	
133316	EXP3727	ES103560	67563	11283161.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
123283	EXP3727	ES103561	67573	11283161.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		14250	0	1023	6	
91854	EXP3727	ES103562	67575	11283161.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		17580	0	1023	6	
142500	EXP3727	ES103563	70116	11243232.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		114165	0	1023	6	
83775	EXP3727	ES103564	70108	11243231.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
133491	EXP3727	ES103565	70104	11243231.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
149893	EXP3727	ES103566	70110	11243231.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
132256	EXP3727	ES103567	70100	11243231.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
133193	EXP3727	ES103568	70106	11243231.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
128581	EXP3727	ES103569	70102	11243231.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
87124	EXP3727	ES103570	70112	11243231.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
129265	EXP3727	ES103571	70114	11243231.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
92460	EXP3727	ES103572	69738	11203252.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		84465	0	1023	6	
76715	EXP3727	ES103573	69730	11203251.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
148343	EXP3727	ES103574	69726	11203251.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
150501	EXP3727	ES103575	69732	11203251.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
114361	EXP3727	ES103576	69722	11203251.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
78275	EXP3727	ES103577	69728	11203251.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
88028	EXP3727	ES103578	69724	11203251.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
150256	EXP3727	ES103579	69734	11203251.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
141061	EXP3727	ES103580	69736	11203251.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
91961	EXP3727	ES103581	69990	11243162.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		144930	0	1023	6	
98782	EXP3727	ES103582	69982	11243161.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
105981	EXP3727	ES103583	69978	11243161.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
97509	EXP3727	ES103584	69984	11243161.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
119215	EXP3727	ES103585	69974	11243161.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
115432	EXP3727	ES103586	69980	11243161.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
124186	EXP3727	ES103587	69976	11243161.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
123531	EXP3727	ES103588	69986	11243161.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
127486	EXP3727	ES103589	69988	11243161.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
117820	EXP3727	ES103590	67613	11283182.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		125415	0	1023	6	
97083	EXP3727	ES103591	67605	11283181.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
115646	EXP3727	ES103592	67601	11283181.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
129859	EXP3727	ES103593	67607	11283181.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
95134	EXP3727	ES103594	67597	11283181.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
130953	EXP3727	ES103595	67603	11283181.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
127727	EXP3727	ES103596	67599	11283181.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
76414	EXP3727	ES103597	67609	11283181.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
126667	EXP3727	ES103598	67611	11283181.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
132361	EXP3727	ES103599	67791	12033152.001.fcs	1	N	Forward Scatter|Side Scatter|Anti-HLA-DR FITC|PE CD123|PP CD3 14 19 56|APC CD11C		200000	0	1023	6	
92540	EXP3727	ES103600	67783	12033151.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
102474	EXP3727	ES103601	67779	12033151.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
140801	EXP3727	ES103602	67785	12033151.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
