BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION
BS122137	ES99085	EXP3728
BS122144	ES99115	EXP3728
BS122145	ES99120	EXP3728
BS122146	ES99124	EXP3728
BS122147	ES99128	EXP3728
BS122149	ES99139	EXP3728
BS122150	ES99145	EXP3728
BS122152	ES99151	EXP3728
BS122155	ES99166	EXP3728
BS122155	ES99163	EXP3728
BS122157	ES99171	EXP3728
BS122158	ES99176	EXP3728
BS122164	ES99205	EXP3728
BS122166	ES99217	EXP3728
BS122166	ES99214	EXP3728
BS122168	ES99227	EXP3728
BS122168	ES99226	EXP3728
BS122170	ES99234	EXP3728
BS122172	ES99247	EXP3728
BS122172	ES99243	EXP3728
BS122173	ES99248	EXP3728
BS122178	ES99271	EXP3728
BS122181	ES99285	EXP3728
BS122190	ES99322	EXP3728
BS122197	ES99356	EXP3728
BS122198	ES99357	EXP3728
BS122201	ES99371	EXP3728
BS122202	ES99376	EXP3728
BS122204	ES99384	EXP3728
BS122204	ES99383	EXP3728
BS122209	ES99402	EXP3728
BS122210	ES99408	EXP3728
BS122210	ES99406	EXP3728
BS122213	ES99419	EXP3728
BS122213	ES99417	EXP3728
BS122214	ES99421	EXP3728
BS122216	ES99433	EXP3728
BS122218	ES99440	EXP3728
BS122221	ES99448	EXP3728
BS122222	ES99451	EXP3728
BS122224	ES99464	EXP3728
BS122228	ES99479	EXP3728
BS122233	ES99493	EXP3728
BS122238	ES99504	EXP3728
BS122240	ES99513	EXP3728
BS122242	ES99522	EXP3728
BS122242	ES99520	EXP3728
BS122247	ES99543	EXP3728
BS122248	ES99549	EXP3728
BS122250	ES99560	EXP3728
BS122250	ES99558	EXP3728
BS122253	ES99574	EXP3728
BS122254	ES99580	EXP3728
BS122256	ES99589	EXP3728
BS122257	ES99592	EXP3728
BS122258	ES99598	EXP3728
BS122258	ES99597	EXP3728
BS122259	ES99606	EXP3728
BS122259	ES99604	EXP3728
BS122262	ES99619	EXP3728
BS122262	ES99617	EXP3728
BS122263	ES99622	EXP3728
BS122265	ES99635	EXP3728
BS122268	ES99649	EXP3728
BS122268	ES99647	EXP3728
BS122273	ES99673	EXP3728
BS122275	ES99683	EXP3728
BS122276	ES99689	EXP3728
BS122280	ES99710	EXP3728
BS122281	ES99716	EXP3728
BS122282	ES99719	EXP3728
BS122283	ES99722	EXP3728
BS122290	ES99761	EXP3728
BS122294	ES99781	EXP3728
BS122295	ES99786	EXP3728
BS122295	ES99782	EXP3728
BS122296	ES99790	EXP3728
BS122297	ES99794	EXP3728
BS122299	ES99802	EXP3728
BS122300	ES99807	EXP3728
BS122301	ES99811	EXP3728
BS122302	ES99820	EXP3728
BS122303	ES99821	EXP3728
BS122307	ES99842	EXP3728
BS122308	ES99850	EXP3728
BS122311	ES99865	EXP3728
BS122312	ES99867	EXP3728
BS122314	ES99879	EXP3728
BS122314	ES99876	EXP3728
BS122315	ES99883	EXP3728
BS122316	ES99889	EXP3728
BS122318	ES99899	EXP3728
BS122320	ES99908	EXP3728
BS122328	ES99946	EXP3728
BS122328	ES99944	EXP3728
BS122328	ES99943	EXP3728
BS122330	ES99953	EXP3728
BS122338	ES99985	EXP3728
BS122340	ES99991	EXP3728
BS122341	ES99992	EXP3728
BS122343	ES100004	EXP3728
BS122343	ES100002	EXP3728
BS122344	ES100011	EXP3728
BS122349	ES100031	EXP3728
BS122349	ES100030	EXP3728
BS122350	ES100036	EXP3728
BS122352	ES100047	EXP3728
BS122353	ES100050	EXP3728
BS122353	ES100048	EXP3728
BS122355	ES100062	EXP3728
BS122355	ES100059	EXP3728
BS122356	ES100063	EXP3728
BS122366	ES100112	EXP3728
BS122366	ES100111	EXP3728
BS122367	ES100115	EXP3728
BS122369	ES100121	EXP3728
BS122370	ES100129	EXP3728
BS122371	ES100132	EXP3728
BS122380	ES100173	EXP3728
BS122381	ES100180	EXP3728
BS122385	ES100188	EXP3728
BS122388	ES100203	EXP3728
BS122392	ES100219	EXP3728
BS122392	ES100216	EXP3728
BS122395	ES100234	EXP3728
BS122396	ES100237	EXP3728
BS122396	ES100236	EXP3728
BS122400	ES100249	EXP3728
BS122402	ES100261	EXP3728
BS122402	ES100258	EXP3728
BS122403	ES100262	EXP3728
BS122410	ES100298	EXP3728
BS122411	ES100305	EXP3728
BS122412	ES100307	EXP3728
BS122413	ES100314	EXP3728
BS122413	ES100313	EXP3728
BS122415	ES100324	EXP3728
BS122419	ES100345	EXP3728
BS122419	ES100344	EXP3728
BS122419	ES100343	EXP3728
BS122421	ES100353	EXP3728
BS122422	ES100360	EXP3728
BS122422	ES100359	EXP3728
BS122431	ES100403	EXP3728
BS122433	ES100416	EXP3728
BS122433	ES100413	EXP3728
BS122435	ES100426	EXP3728
BS122435	ES100425	EXP3728
BS122435	ES100424	EXP3728
BS122438	ES100438	EXP3728
BS122439	ES100446	EXP3728
BS122440	ES100451	EXP3728
BS122442	ES100460	EXP3728
BS122447	ES100485	EXP3728
BS122450	ES100501	EXP3728
BS122453	ES100516	EXP3728
BS122454	ES100519	EXP3728
BS122454	ES100518	EXP3728
BS122455	ES100522	EXP3728
BS122457	ES100534	EXP3728
BS122459	ES100545	EXP3728
BS122459	ES100542	EXP3728
BS122460	ES100548	EXP3728
BS122461	ES100556	EXP3728
BS122462	ES100558	EXP3728
BS122462	ES100557	EXP3728
BS122464	ES100571	EXP3728
BS122464	ES100569	EXP3728
BS122465	ES100575	EXP3728
BS122465	ES100574	EXP3728
BS122465	ES100573	EXP3728
BS122467	ES100586	EXP3728
BS122468	ES100589	EXP3728
BS122469	ES100593	EXP3728
BS122471	ES100602	EXP3728
BS122474	ES100619	EXP3728
BS122476	ES100629	EXP3728
BS122476	ES100628	EXP3728
BS122478	ES100636	EXP3728
BS122479	ES100640	EXP3728
BS122479	ES100638	EXP3728
BS122480	ES100645	EXP3728
BS122480	ES100643	EXP3728
BS122483	ES100658	EXP3728
BS122485	ES100666	EXP3728
BS122487	ES100677	EXP3728
BS122490	ES100693	EXP3728
BS122491	ES100698	EXP3728
BS122492	ES100699	EXP3728
BS122493	ES100704	EXP3728
BS122494	ES100712	EXP3728
BS122495	ES100716	EXP3728
BS122496	ES100719	EXP3728
BS122498	ES100729	EXP3728
BS122500	ES100743	EXP3728
BS122501	ES100747	EXP3728
BS122503	ES100758	EXP3728
BS122505	ES100764	EXP3728
BS122509	ES100786	EXP3728
BS122509	ES100785	EXP3728
BS122510	ES100790	EXP3728
BS122511	ES100797	EXP3728
BS122512	ES100803	EXP3728
BS122512	ES100799	EXP3728
BS122514	ES100811	EXP3728
BS122515	ES100818	EXP3728
BS122515	ES100817	EXP3728
BS122515	ES100814	EXP3728
BS122518	ES100830	EXP3728
BS122520	ES100839	EXP3728
BS122522	ES100852	EXP3728
BS122522	ES100851	EXP3728
BS122522	ES100849	EXP3728
BS122524	ES100863	EXP3728
BS122524	ES100860	EXP3728
BS122878	ES103463	EXP3727
BS122878	ES103459	EXP3727
BS122881	ES103482	EXP3727
BS122882	ES103499	EXP3727
BS122882	ES103498	EXP3727
BS122883	ES103508	EXP3727
BS122883	ES103506	EXP3727
BS122884	ES103511	EXP3727
BS122884	ES103510	EXP3727
BS122885	ES103525	EXP3727
BS122885	ES103522	EXP3727
BS122885	ES103520	EXP3727
BS122886	ES103533	EXP3727
BS122886	ES103527	EXP3727
BS122888	ES103548	EXP3727
BS122890	ES103571	EXP3727
BS122890	ES103570	EXP3727
BS122892	ES103589	EXP3727
BS122893	ES103596	EXP3727
BS122893	ES103590	EXP3727
BS122894	ES103601	EXP3727
BS122895	ES103612	EXP3727
BS122896	ES103621	EXP3727
BS122897	ES103634	EXP3727
BS122897	ES103633	EXP3727
BS122897	ES103626	EXP3727
BS122899	ES103649	EXP3727
BS122900	ES103661	EXP3727
BS122901	ES103663	EXP3727
BS122901	ES103662	EXP3727
BS122902	ES103672	EXP3727
BS122907	ES103722	EXP3727
BS122907	ES103717	EXP3727
BS122908	ES103732	EXP3727
BS122908	ES103727	EXP3727
BS122909	ES103739	EXP3727
BS122911	ES103758	EXP3727
BS122913	ES103770	EXP3727
BS122913	ES103769	EXP3727
BS122914	ES103786	EXP3727
BS122915	ES103789	EXP3727
BS122916	ES103804	EXP3727
BS122916	ES103799	EXP3727
BS122916	ES103796	EXP3727
BS122917	ES103811	EXP3727
BS122917	ES103807	EXP3727
BS122918	ES103815	EXP3727
BS122919	ES103827	EXP3727
BS122919	ES103822	EXP3727
BS122920	ES103838	EXP3727
BS122920	ES103835	EXP3727
BS122921	ES103845	EXP3727
BS122921	ES103839	EXP3727
BS122922	ES103848	EXP3727
BS122924	ES103872	EXP3727
BS122924	ES103866	EXP3727
BS122926	ES103890	EXP3727
BS122929	ES103917	EXP3727
BS122929	ES103913	EXP3727
BS122930	ES103926	EXP3727
BS122930	ES103925	EXP3727
BS122930	ES103920	EXP3727
BS122931	ES103933	EXP3727
BS122931	ES103931	EXP3727
BS122933	ES103948	EXP3727
BS122935	ES103969	EXP3727
BS122937	ES103984	EXP3727
BS122939	ES104004	EXP3727
BS122939	ES104003	EXP3727
BS122940	ES104015	EXP3727
BS122940	ES104012	EXP3727
BS122941	ES104019	EXP3727
BS122942	ES104035	EXP3727
BS122943	ES104044	EXP3727
BS122943	ES104043	EXP3727
BS122943	ES104038	EXP3727
BS122944	ES104051	EXP3727
BS122944	ES104047	EXP3727
BS122945	ES104058	EXP3727
BS122946	ES104064	EXP3727
BS122947	ES104079	EXP3727
BS122949	ES104090	EXP3727
BS122950	ES104106	EXP3727
BS122951	ES104111	EXP3727
BS122951	ES104109	EXP3727
BS122952	ES104122	EXP3727
BS122953	ES104134	EXP3727
BS122953	ES104127	EXP3727
BS122954	ES104141	EXP3727
BS122954	ES104140	EXP3727
BS122955	ES104149	EXP3727
BS122955	ES104145	EXP3727
BS122957	ES104169	EXP3727
BS122957	ES104168	EXP3727
BS122957	ES104165	EXP3727
BS122960	ES104197	EXP3727
BS122961	ES104204	EXP3727
BS122961	ES104198	EXP3727
BS122962	ES104210	EXP3727
BS122965	ES104238	EXP3727
BS122965	ES104237	EXP3727
BS122966	ES104249	EXP3727
BS122966	ES104245	EXP3727
BS122967	ES104259	EXP3727
BS122968	ES104265	EXP3727
BS122968	ES104260	EXP3727
BS122969	ES104269	EXP3727
BS122970	ES104284	EXP3727
BS122971	ES104293	EXP3727
BS122972	ES104297	EXP3727
BS122973	ES104310	EXP3727
BS122976	ES104338	EXP3727
BS122977	ES104346	EXP3727
BS122977	ES104344	EXP3727
BS122978	ES104356	EXP3727
BS122978	ES104349	EXP3727
BS122979	ES104364	EXP3727
BS122980	ES104375	EXP3727
BS122980	ES104369	EXP3727
BS122983	ES104397	EXP3727
BS122985	ES104419	EXP3727
BS122988	ES104443	EXP3727
BS122989	ES104453	EXP3727
BS122989	ES104446	EXP3727
BS122990	ES104460	EXP3727
BS122990	ES104458	EXP3727
BS122991	ES104466	EXP3727
BS122993	ES104484	EXP3727
BS122997	ES104515	EXP3727
BS122998	ES104531	EXP3727
BS122998	ES104526	EXP3727
BS122999	ES104534	EXP3727
BS123000	ES104548	EXP3727
BS123000	ES104546	EXP3727
