FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	PURPOSE	WORKSPACE_ID
45520	Flow cytometry result in fcs format	242048	04233221.001.fcs	Flow cytometry result	990
45521	Flow cytometry result in text format	472968	04233221.001.txt	Flow cytometry result	990
45522	Flow cytometry result in fcs format	242048	04233221.002.fcs	Flow cytometry result	990
45523	Flow cytometry result in text format	471583	04233221.002.txt	Flow cytometry result	990
45524	Flow cytometry result in fcs format	242048	04233221.003.fcs	Flow cytometry result	990
45525	Flow cytometry result in text format	470741	04233221.003.txt	Flow cytometry result	990
45526	Flow cytometry result in fcs format	242048	04233221.004.fcs	Flow cytometry result	990
45527	Flow cytometry result in text format	481335	04233221.004.txt	Flow cytometry result	990
45528	Flow cytometry result in fcs format	242048	04233221.005.fcs	Flow cytometry result	990
45529	Flow cytometry result in text format	470960	04233221.005.txt	Flow cytometry result	990
45530	Flow cytometry result in fcs format	242048	04233221.006.fcs	Flow cytometry result	990
45531	Flow cytometry result in text format	476231	04233221.006.txt	Flow cytometry result	990
45532	Flow cytometry result in fcs format	242048	04233221.007.fcs	Flow cytometry result	990
45533	Flow cytometry result in text format	474157	04233221.007.txt	Flow cytometry result	990
45534	Flow cytometry result in fcs format	242048	04233221.008.fcs	Flow cytometry result	990
45535	Flow cytometry result in text format	465249	04233221.008.txt	Flow cytometry result	990
45536	Flow cytometry result in fcs format	242048	04243101.001.fcs	Flow cytometry result	990
45537	Flow cytometry result in text format	471009	04243101.001.txt	Flow cytometry result	990
45538	Flow cytometry result in fcs format	242048	04243101.002.fcs	Flow cytometry result	990
45539	Flow cytometry result in text format	463450	04243101.002.txt	Flow cytometry result	990
45540	Flow cytometry result in fcs format	242048	04243101.003.fcs	Flow cytometry result	990
45541	Flow cytometry result in text format	462755	04243101.003.txt	Flow cytometry result	990
45542	Flow cytometry result in fcs format	242048	04243101.004.fcs	Flow cytometry result	990
45543	Flow cytometry result in text format	477032	04243101.004.txt	Flow cytometry result	990
45544	Flow cytometry result in fcs format	242048	04243101.005.fcs	Flow cytometry result	990
45545	Flow cytometry result in text format	467274	04243101.005.txt	Flow cytometry result	990
45546	Flow cytometry result in fcs format	242048	04243101.006.fcs	Flow cytometry result	990
45547	Flow cytometry result in text format	471039	04243101.006.txt	Flow cytometry result	990
45548	Flow cytometry result in fcs format	242048	04243101.007.fcs	Flow cytometry result	990
45549	Flow cytometry result in text format	467929	04243101.007.txt	Flow cytometry result	990
45550	Flow cytometry result in fcs format	242048	04243101.008.fcs	Flow cytometry result	990
45551	Flow cytometry result in text format	453721	04243101.008.txt	Flow cytometry result	990
45552	Flow cytometry result in fcs format	242048	04243181.002.fcs	Flow cytometry result	990
45553	Flow cytometry result in text format	468636	04243181.002.txt	Flow cytometry result	990
45554	Flow cytometry result in fcs format	242048	04243181.003.fcs	Flow cytometry result	990
45555	Flow cytometry result in text format	467115	04243181.003.txt	Flow cytometry result	990
45556	Flow cytometry result in fcs format	242048	04243181.005.fcs	Flow cytometry result	990
45557	Flow cytometry result in text format	468911	04243181.005.txt	Flow cytometry result	990
45558	Flow cytometry result in fcs format	242048	04243181.007.fcs	Flow cytometry result	990
45559	Flow cytometry result in text format	471620	04243181.007.txt	Flow cytometry result	990
45560	Flow cytometry result in fcs format	242048	04243181.008.fcs	Flow cytometry result	990
45561	Flow cytometry result in text format	461286	04243181.008.txt	Flow cytometry result	990
45562	Flow cytometry result in fcs format	242048	04253241.001.fcs	Flow cytometry result	990
45563	Flow cytometry result in text format	470134	04253241.001.txt	Flow cytometry result	990
45564	Flow cytometry result in fcs format	242048	04253241.002.fcs	Flow cytometry result	990
45565	Flow cytometry result in text format	464417	04253241.002.txt	Flow cytometry result	990
45566	Flow cytometry result in fcs format	242048	04253241.003.fcs	Flow cytometry result	990
45567	Flow cytometry result in text format	461346	04253241.003.txt	Flow cytometry result	990
45568	Flow cytometry result in fcs format	242048	04253241.004.fcs	Flow cytometry result	990
45569	Flow cytometry result in text format	470805	04253241.004.txt	Flow cytometry result	990
45570	Flow cytometry result in fcs format	242048	04253241.005.fcs	Flow cytometry result	990
45571	Flow cytometry result in text format	460854	04253241.005.txt	Flow cytometry result	990
45572	Flow cytometry result in fcs format	242048	04253241.006.fcs	Flow cytometry result	990
45573	Flow cytometry result in text format	471080	04253241.006.txt	Flow cytometry result	990
45574	Flow cytometry result in fcs format	242048	04253241.007.fcs	Flow cytometry result	990
45575	Flow cytometry result in text format	467568	04253241.007.txt	Flow cytometry result	990
45576	Flow cytometry result in fcs format	242048	04253241.008.fcs	Flow cytometry result	990
45577	Flow cytometry result in text format	452319	04253241.008.txt	Flow cytometry result	990
45578	Flow cytometry result in fcs format	242048	04253261.001.fcs	Flow cytometry result	990
45579	Flow cytometry result in text format	476043	04253261.001.txt	Flow cytometry result	990
45580	Flow cytometry result in fcs format	242048	04253261.002.fcs	Flow cytometry result	990
45581	Flow cytometry result in text format	470089	04253261.002.txt	Flow cytometry result	990
45582	Flow cytometry result in fcs format	242048	04253261.003.fcs	Flow cytometry result	990
45583	Flow cytometry result in text format	470864	04253261.003.txt	Flow cytometry result	990
45584	Flow cytometry result in fcs format	242048	04253261.004.fcs	Flow cytometry result	990
45585	Flow cytometry result in text format	480026	04253261.004.txt	Flow cytometry result	990
45586	Flow cytometry result in fcs format	242048	04253261.005.fcs	Flow cytometry result	990
45587	Flow cytometry result in text format	470449	04253261.005.txt	Flow cytometry result	990
45588	Flow cytometry result in fcs format	242048	04253261.006.fcs	Flow cytometry result	990
45589	Flow cytometry result in text format	476919	04253261.006.txt	Flow cytometry result	990
45590	Flow cytometry result in fcs format	242048	04253261.007.fcs	Flow cytometry result	990
45591	Flow cytometry result in text format	475423	04253261.007.txt	Flow cytometry result	990
45592	Flow cytometry result in fcs format	242048	04253261.008.fcs	Flow cytometry result	990
45593	Flow cytometry result in text format	464892	04253261.008.txt	Flow cytometry result	990
45594	Flow cytometry result in fcs format	242048	04253281.001.fcs	Flow cytometry result	990
45595	Flow cytometry result in text format	475098	04253281.001.txt	Flow cytometry result	990
45596	Flow cytometry result in fcs format	242048	04253281.002.fcs	Flow cytometry result	990
45597	Flow cytometry result in text format	466623	04253281.002.txt	Flow cytometry result	990
45598	Flow cytometry result in fcs format	242048	04253281.003.fcs	Flow cytometry result	990
45599	Flow cytometry result in text format	463270	04253281.003.txt	Flow cytometry result	990
45600	Flow cytometry result in fcs format	242048	04253281.004.fcs	Flow cytometry result	990
45601	Flow cytometry result in text format	477933	04253281.004.txt	Flow cytometry result	990
45602	Flow cytometry result in fcs format	242048	04253281.005.fcs	Flow cytometry result	990
45603	Flow cytometry result in text format	468983	04253281.005.txt	Flow cytometry result	990
45604	Flow cytometry result in fcs format	242048	04253281.006.fcs	Flow cytometry result	990
45605	Flow cytometry result in text format	474763	04253281.006.txt	Flow cytometry result	990
45606	Flow cytometry result in fcs format	242048	04253281.007.fcs	Flow cytometry result	990
45607	Flow cytometry result in text format	471520	04253281.007.txt	Flow cytometry result	990
45608	Flow cytometry result in fcs format	242048	04253281.008.fcs	Flow cytometry result	990
45609	Flow cytometry result in text format	455005	04253281.008.txt	Flow cytometry result	990
45610	Flow cytometry result in fcs format	242048	04253301.001.fcs	Flow cytometry result	990
45611	Flow cytometry result in text format	475745	04253301.001.txt	Flow cytometry result	990
45612	Flow cytometry result in fcs format	242048	04253301.002.fcs	Flow cytometry result	990
45613	Flow cytometry result in text format	466988	04253301.002.txt	Flow cytometry result	990
45614	Flow cytometry result in fcs format	242048	04253301.003.fcs	Flow cytometry result	990
45615	Flow cytometry result in text format	465621	04253301.003.txt	Flow cytometry result	990
45616	Flow cytometry result in fcs format	242048	04253301.004.fcs	Flow cytometry result	990
45617	Flow cytometry result in text format	479831	04253301.004.txt	Flow cytometry result	990
45618	Flow cytometry result in fcs format	242048	04253301.005.fcs	Flow cytometry result	990
45619	Flow cytometry result in text format	472382	04253301.005.txt	Flow cytometry result	990
45620	Flow cytometry result in fcs format	242048	04253301.006.fcs	Flow cytometry result	990
45621	Flow cytometry result in text format	475482	04253301.006.txt	Flow cytometry result	990
45622	Flow cytometry result in fcs format	242048	04253301.007.fcs	Flow cytometry result	990
45623	Flow cytometry result in text format	477340	04253301.007.txt	Flow cytometry result	990
45624	Flow cytometry result in fcs format	242048	04253301.008.fcs	Flow cytometry result	990
45625	Flow cytometry result in text format	458055	04253301.008.txt	Flow cytometry result	990
45626	Flow cytometry result in fcs format	242048	04253321.001.fcs	Flow cytometry result	990
45627	Flow cytometry result in text format	476207	04253321.001.txt	Flow cytometry result	990
45628	Flow cytometry result in fcs format	242048	04253321.002.fcs	Flow cytometry result	990
45629	Flow cytometry result in text format	476575	04253321.002.txt	Flow cytometry result	990
45630	Flow cytometry result in fcs format	242048	04253321.003.fcs	Flow cytometry result	990
45631	Flow cytometry result in text format	469519	04253321.003.txt	Flow cytometry result	990
45632	Flow cytometry result in fcs format	242048	04253321.004.fcs	Flow cytometry result	990
45633	Flow cytometry result in text format	480876	04253321.004.txt	Flow cytometry result	990
45634	Flow cytometry result in fcs format	242048	04253321.005.fcs	Flow cytometry result	990
45635	Flow cytometry result in text format	476993	04253321.005.txt	Flow cytometry result	990
45636	Flow cytometry result in fcs format	242048	04253321.006.fcs	Flow cytometry result	990
45637	Flow cytometry result in text format	475301	04253321.006.txt	Flow cytometry result	990
45638	Flow cytometry result in fcs format	242048	04253321.007.fcs	Flow cytometry result	990
45639	Flow cytometry result in text format	473491	04253321.007.txt	Flow cytometry result	990
45640	Flow cytometry result in fcs format	242048	04253321.008.fcs	Flow cytometry result	990
45641	Flow cytometry result in text format	473530	04253321.008.txt	Flow cytometry result	990
45642	Flow cytometry result in fcs format	242048	04253341.002.fcs	Flow cytometry result	990
45643	Flow cytometry result in text format	464309	04253341.002.txt	Flow cytometry result	990
45644	Flow cytometry result in fcs format	242048	04253341.003.fcs	Flow cytometry result	990
45645	Flow cytometry result in text format	462161	04253341.003.txt	Flow cytometry result	990
45646	Flow cytometry result in fcs format	242048	04253341.005.fcs	Flow cytometry result	990
45647	Flow cytometry result in text format	465562	04253341.005.txt	Flow cytometry result	990
45648	Flow cytometry result in fcs format	242048	04253341.007.fcs	Flow cytometry result	990
45649	Flow cytometry result in text format	470227	04253341.007.txt	Flow cytometry result	990
45650	Flow cytometry result in fcs format	242048	04253341.008.fcs	Flow cytometry result	990
45651	Flow cytometry result in text format	456721	04253341.008.txt	Flow cytometry result	990
45652	Flow cytometry result in fcs format	242048	04253361.002.fcs	Flow cytometry result	990
45653	Flow cytometry result in text format	466847	04253361.002.txt	Flow cytometry result	990
45654	Flow cytometry result in fcs format	242048	04253361.003.fcs	Flow cytometry result	990
45655	Flow cytometry result in text format	461870	04253361.003.txt	Flow cytometry result	990
45656	Flow cytometry result in fcs format	242048	04253361.005.fcs	Flow cytometry result	990
45657	Flow cytometry result in text format	469021	04253361.005.txt	Flow cytometry result	990
45658	Flow cytometry result in fcs format	242048	04253361.007.fcs	Flow cytometry result	990
45659	Flow cytometry result in text format	474662	04253361.007.txt	Flow cytometry result	990
45660	Flow cytometry result in fcs format	242048	04253361.008.fcs	Flow cytometry result	990
45661	Flow cytometry result in text format	459429	04253361.008.txt	Flow cytometry result	990
45662	Flow cytometry result in fcs format	242048	04253381.002.fcs	Flow cytometry result	990
45663	Flow cytometry result in text format	465339	04253381.002.txt	Flow cytometry result	990
45664	Flow cytometry result in fcs format	242048	04253381.003.fcs	Flow cytometry result	990
45665	Flow cytometry result in text format	464675	04253381.003.txt	Flow cytometry result	990
45666	Flow cytometry result in fcs format	242048	04253381.005.fcs	Flow cytometry result	990
45667	Flow cytometry result in text format	466177	04253381.005.txt	Flow cytometry result	990
45668	Flow cytometry result in fcs format	242048	04253381.007.fcs	Flow cytometry result	990
45669	Flow cytometry result in text format	470248	04253381.007.txt	Flow cytometry result	990
45670	Flow cytometry result in fcs format	242048	04253381.008.fcs	Flow cytometry result	990
45671	Flow cytometry result in text format	457182	04253381.008.txt	Flow cytometry result	990
45672	Flow cytometry result in fcs format	242048	04253401.002.fcs	Flow cytometry result	990
45673	Flow cytometry result in text format	468366	04253401.002.txt	Flow cytometry result	990
45674	Flow cytometry result in fcs format	242048	04253401.003.fcs	Flow cytometry result	990
45675	Flow cytometry result in text format	465771	04253401.003.txt	Flow cytometry result	990
45676	Flow cytometry result in fcs format	242048	04253401.005.fcs	Flow cytometry result	990
45677	Flow cytometry result in text format	465671	04253401.005.txt	Flow cytometry result	990
45678	Flow cytometry result in fcs format	242048	04253401.007.fcs	Flow cytometry result	990
45679	Flow cytometry result in text format	475619	04253401.007.txt	Flow cytometry result	990
45680	Flow cytometry result in fcs format	242048	04253401.008.fcs	Flow cytometry result	990
45681	Flow cytometry result in text format	455903	04253401.008.txt	Flow cytometry result	990
45682	Flow cytometry result in fcs format	242048	04253421.002.fcs	Flow cytometry result	990
45683	Flow cytometry result in text format	470617	04253421.002.txt	Flow cytometry result	990
45684	Flow cytometry result in fcs format	242048	04253421.003.fcs	Flow cytometry result	990
45685	Flow cytometry result in text format	464961	04253421.003.txt	Flow cytometry result	990
45686	Flow cytometry result in fcs format	242048	04253421.005.fcs	Flow cytometry result	990
45687	Flow cytometry result in text format	467781	04253421.005.txt	Flow cytometry result	990
45688	Flow cytometry result in fcs format	242048	04253421.007.fcs	Flow cytometry result	990
45689	Flow cytometry result in text format	471668	04253421.007.txt	Flow cytometry result	990
45690	Flow cytometry result in fcs format	242048	04253421.008.fcs	Flow cytometry result	990
45691	Flow cytometry result in text format	458786	04253421.008.txt	Flow cytometry result	990
45692	Flow cytometry result in fcs format	242048	04253441.002.fcs	Flow cytometry result	990
45693	Flow cytometry result in text format	470368	04253441.002.txt	Flow cytometry result	990
45694	Flow cytometry result in fcs format	242048	04253441.003.fcs	Flow cytometry result	990
45695	Flow cytometry result in text format	466645	04253441.003.txt	Flow cytometry result	990
45696	Flow cytometry result in fcs format	242048	04253441.005.fcs	Flow cytometry result	990
45697	Flow cytometry result in text format	470401	04253441.005.txt	Flow cytometry result	990
45698	Flow cytometry result in fcs format	242048	04253441.007.fcs	Flow cytometry result	990
45699	Flow cytometry result in text format	473027	04253441.007.txt	Flow cytometry result	990
45700	Flow cytometry result in fcs format	242048	04253441.008.fcs	Flow cytometry result	990
45701	Flow cytometry result in text format	459724	04253441.008.txt	Flow cytometry result	990
45702	Flow cytometry result in fcs format	242048	04253461.002.fcs	Flow cytometry result	990
45703	Flow cytometry result in text format	469280	04253461.002.txt	Flow cytometry result	990
45704	Flow cytometry result in fcs format	242048	04253461.003.fcs	Flow cytometry result	990
45705	Flow cytometry result in text format	470912	04253461.003.txt	Flow cytometry result	990
45706	Flow cytometry result in fcs format	242048	04253461.005.fcs	Flow cytometry result	990
45707	Flow cytometry result in text format	467914	04253461.005.txt	Flow cytometry result	990
45708	Flow cytometry result in fcs format	242048	04253461.007.fcs	Flow cytometry result	990
45709	Flow cytometry result in text format	472874	04253461.007.txt	Flow cytometry result	990
45710	Flow cytometry result in fcs format	242048	04253461.008.fcs	Flow cytometry result	990
45711	Flow cytometry result in text format	457891	04253461.008.txt	Flow cytometry result	990
45712	Flow cytometry result in fcs format	242048	04253481.002.fcs	Flow cytometry result	990
45713	Flow cytometry result in text format	463362	04253481.002.txt	Flow cytometry result	990
45714	Flow cytometry result in fcs format	242048	04253481.003.fcs	Flow cytometry result	990
45715	Flow cytometry result in text format	462334	04253481.003.txt	Flow cytometry result	990
45716	Flow cytometry result in fcs format	242048	04253481.005.fcs	Flow cytometry result	990
45717	Flow cytometry result in text format	467013	04253481.005.txt	Flow cytometry result	990
45718	Flow cytometry result in fcs format	242048	04253481.007.fcs	Flow cytometry result	990
45719	Flow cytometry result in text format	469963	04253481.007.txt	Flow cytometry result	990
45720	Flow cytometry result in fcs format	242048	04253481.008.fcs	Flow cytometry result	990
45721	Flow cytometry result in text format	455287	04253481.008.txt	Flow cytometry result	990
45722	Flow cytometry result in fcs format	242048	04253501.002.fcs	Flow cytometry result	990
45723	Flow cytometry result in text format	471854	04253501.002.txt	Flow cytometry result	990
45724	Flow cytometry result in fcs format	242048	04253501.003.fcs	Flow cytometry result	990
45725	Flow cytometry result in text format	472152	04253501.003.txt	Flow cytometry result	990
45726	Flow cytometry result in fcs format	242048	04253501.005.fcs	Flow cytometry result	990
45727	Flow cytometry result in text format	471813	04253501.005.txt	Flow cytometry result	990
45728	Flow cytometry result in fcs format	242048	04253501.007.fcs	Flow cytometry result	990
45729	Flow cytometry result in text format	473446	04253501.007.txt	Flow cytometry result	990
45730	Flow cytometry result in fcs format	242048	04253501.008.fcs	Flow cytometry result	990
45731	Flow cytometry result in text format	462386	04253501.008.txt	Flow cytometry result	990
45732	Flow cytometry result in fcs format	242048	04283261.001.fcs	Flow cytometry result	990
45733	Flow cytometry result in text format	473212	04283261.001.txt	Flow cytometry result	990
45734	Flow cytometry result in fcs format	242048	04283261.002.fcs	Flow cytometry result	990
45735	Flow cytometry result in text format	463897	04283261.002.txt	Flow cytometry result	990
45736	Flow cytometry result in fcs format	242048	04283261.003.fcs	Flow cytometry result	990
45737	Flow cytometry result in text format	469713	04283261.003.txt	Flow cytometry result	990
45738	Flow cytometry result in fcs format	242048	04283261.004.fcs	Flow cytometry result	990
45739	Flow cytometry result in text format	482784	04283261.004.txt	Flow cytometry result	990
45740	Flow cytometry result in fcs format	242048	04283261.005.fcs	Flow cytometry result	990
45741	Flow cytometry result in text format	479104	04283261.005.txt	Flow cytometry result	990
45742	Flow cytometry result in fcs format	242048	04283261.006.fcs	Flow cytometry result	990
45743	Flow cytometry result in text format	476117	04283261.006.txt	Flow cytometry result	990
45744	Flow cytometry result in fcs format	242048	04283261.007.fcs	Flow cytometry result	990
45745	Flow cytometry result in text format	483853	04283261.007.txt	Flow cytometry result	990
45746	Flow cytometry result in fcs format	242048	04283261.008.fcs	Flow cytometry result	990
45747	Flow cytometry result in text format	474503	04283261.008.txt	Flow cytometry result	990
45748	Flow cytometry result in fcs format	242048	04283281.001.fcs	Flow cytometry result	990
45749	Flow cytometry result in text format	469333	04283281.001.txt	Flow cytometry result	990
45750	Flow cytometry result in fcs format	242048	04283281.002.fcs	Flow cytometry result	990
45751	Flow cytometry result in text format	466795	04283281.002.txt	Flow cytometry result	990
45752	Flow cytometry result in fcs format	242048	04283281.003.fcs	Flow cytometry result	990
45753	Flow cytometry result in text format	469204	04283281.003.txt	Flow cytometry result	990
45754	Flow cytometry result in fcs format	242048	04283281.004.fcs	Flow cytometry result	990
45755	Flow cytometry result in text format	477143	04283281.004.txt	Flow cytometry result	990
45756	Flow cytometry result in fcs format	242048	04283281.005.fcs	Flow cytometry result	990
45757	Flow cytometry result in text format	465869	04283281.005.txt	Flow cytometry result	990
45758	Flow cytometry result in fcs format	242048	04283281.006.fcs	Flow cytometry result	990
45759	Flow cytometry result in text format	476587	04283281.006.txt	Flow cytometry result	990
45760	Flow cytometry result in fcs format	242048	04283281.007.fcs	Flow cytometry result	990
45761	Flow cytometry result in text format	473494	04283281.007.txt	Flow cytometry result	990
45762	Flow cytometry result in fcs format	242048	04283281.008.fcs	Flow cytometry result	990
45763	Flow cytometry result in text format	453660	04283281.008.txt	Flow cytometry result	990
45764	Flow cytometry result in fcs format	242048	04283301.001.fcs	Flow cytometry result	990
45765	Flow cytometry result in text format	467970	04283301.001.txt	Flow cytometry result	990
45766	Flow cytometry result in fcs format	242048	04283301.002.fcs	Flow cytometry result	990
45767	Flow cytometry result in text format	472307	04283301.002.txt	Flow cytometry result	990
45768	Flow cytometry result in fcs format	242048	04283301.003.fcs	Flow cytometry result	990
45769	Flow cytometry result in text format	467765	04283301.003.txt	Flow cytometry result	990
45770	Flow cytometry result in fcs format	242048	04283301.004.fcs	Flow cytometry result	990
45771	Flow cytometry result in text format	474741	04283301.004.txt	Flow cytometry result	990
45772	Flow cytometry result in fcs format	242048	04283301.005.fcs	Flow cytometry result	990
45773	Flow cytometry result in text format	473131	04283301.005.txt	Flow cytometry result	990
45774	Flow cytometry result in fcs format	242048	04283301.006.fcs	Flow cytometry result	990
45775	Flow cytometry result in text format	472652	04283301.006.txt	Flow cytometry result	990
45776	Flow cytometry result in fcs format	242048	04283301.007.fcs	Flow cytometry result	990
45777	Flow cytometry result in text format	467559	04283301.007.txt	Flow cytometry result	990
45778	Flow cytometry result in fcs format	242048	04283301.008.fcs	Flow cytometry result	990
45779	Flow cytometry result in text format	456606	04283301.008.txt	Flow cytometry result	990
45780	Flow cytometry result in fcs format	242048	04283321.001.fcs	Flow cytometry result	990
45781	Flow cytometry result in text format	477581	04283321.001.txt	Flow cytometry result	990
45782	Flow cytometry result in fcs format	242048	04283321.002.fcs	Flow cytometry result	990
45783	Flow cytometry result in text format	469723	04283321.002.txt	Flow cytometry result	990
45784	Flow cytometry result in fcs format	242048	04283321.003.fcs	Flow cytometry result	990
45785	Flow cytometry result in text format	470580	04283321.003.txt	Flow cytometry result	990
45786	Flow cytometry result in fcs format	242048	04283321.004.fcs	Flow cytometry result	990
45787	Flow cytometry result in text format	477655	04283321.004.txt	Flow cytometry result	990
45788	Flow cytometry result in fcs format	242048	04283321.005.fcs	Flow cytometry result	990
45789	Flow cytometry result in text format	478213	04283321.005.txt	Flow cytometry result	990
45790	Flow cytometry result in fcs format	242048	04283321.006.fcs	Flow cytometry result	990
45791	Flow cytometry result in text format	479004	04283321.006.txt	Flow cytometry result	990
45792	Flow cytometry result in fcs format	242048	04283321.007.fcs	Flow cytometry result	990
45793	Flow cytometry result in text format	474807	04283321.007.txt	Flow cytometry result	990
45794	Flow cytometry result in fcs format	242048	04283321.008.fcs	Flow cytometry result	990
45795	Flow cytometry result in text format	457929	04283321.008.txt	Flow cytometry result	990
45796	Flow cytometry result in fcs format	242048	04283341.001.fcs	Flow cytometry result	990
45797	Flow cytometry result in text format	478857	04283341.001.txt	Flow cytometry result	990
45798	Flow cytometry result in fcs format	242048	04283341.002.fcs	Flow cytometry result	990
45799	Flow cytometry result in text format	465411	04283341.002.txt	Flow cytometry result	990
45800	Flow cytometry result in fcs format	242048	04283341.003.fcs	Flow cytometry result	990
45801	Flow cytometry result in text format	478568	04283341.003.txt	Flow cytometry result	990
45802	Flow cytometry result in fcs format	242048	04283341.004.fcs	Flow cytometry result	990
45803	Flow cytometry result in text format	474729	04283341.004.txt	Flow cytometry result	990
45804	Flow cytometry result in fcs format	242048	04283341.005.fcs	Flow cytometry result	990
45805	Flow cytometry result in text format	473893	04283341.005.txt	Flow cytometry result	990
45806	Flow cytometry result in fcs format	242048	04283341.006.fcs	Flow cytometry result	990
45807	Flow cytometry result in text format	477337	04283341.006.txt	Flow cytometry result	990
45808	Flow cytometry result in fcs format	242048	04283341.007.fcs	Flow cytometry result	990
45809	Flow cytometry result in text format	478167	04283341.007.txt	Flow cytometry result	990
45810	Flow cytometry result in fcs format	242048	04283341.008.fcs	Flow cytometry result	990
45811	Flow cytometry result in text format	470127	04283341.008.txt	Flow cytometry result	990
45812	Flow cytometry result in fcs format	242048	04283361.001.fcs	Flow cytometry result	990
45813	Flow cytometry result in text format	486775	04283361.001.txt	Flow cytometry result	990
45814	Flow cytometry result in fcs format	242048	04283361.002.fcs	Flow cytometry result	990
45815	Flow cytometry result in text format	487865	04283361.002.txt	Flow cytometry result	990
45816	Flow cytometry result in fcs format	242048	04283361.003.fcs	Flow cytometry result	990
45817	Flow cytometry result in text format	480924	04283361.003.txt	Flow cytometry result	990
45818	Flow cytometry result in fcs format	242048	04283361.004.fcs	Flow cytometry result	990
45819	Flow cytometry result in text format	487046	04283361.004.txt	Flow cytometry result	990
45820	Flow cytometry result in fcs format	242048	04283361.005.fcs	Flow cytometry result	990
45821	Flow cytometry result in text format	479006	04283361.005.txt	Flow cytometry result	990
45822	Flow cytometry result in fcs format	242048	04283361.006.fcs	Flow cytometry result	990
45823	Flow cytometry result in text format	482017	04283361.006.txt	Flow cytometry result	990
45824	Flow cytometry result in fcs format	242048	04283361.007.fcs	Flow cytometry result	990
45825	Flow cytometry result in text format	482565	04283361.007.txt	Flow cytometry result	990
45826	Flow cytometry result in fcs format	242048	04283361.008.fcs	Flow cytometry result	990
45827	Flow cytometry result in text format	479089	04283361.008.txt	Flow cytometry result	990
45828	Flow cytometry result in fcs format	242048	04283381.001.fcs	Flow cytometry result	990
45829	Flow cytometry result in text format	476549	04283381.001.txt	Flow cytometry result	990
45830	Flow cytometry result in fcs format	242048	04283381.002.fcs	Flow cytometry result	990
45831	Flow cytometry result in text format	475112	04283381.002.txt	Flow cytometry result	990
45832	Flow cytometry result in fcs format	242048	04283381.003.fcs	Flow cytometry result	990
45833	Flow cytometry result in text format	473545	04283381.003.txt	Flow cytometry result	990
45834	Flow cytometry result in fcs format	242048	04283381.004.fcs	Flow cytometry result	990
45835	Flow cytometry result in text format	479720	04283381.004.txt	Flow cytometry result	990
45836	Flow cytometry result in fcs format	242048	04283381.005.fcs	Flow cytometry result	990
45837	Flow cytometry result in text format	477649	04283381.005.txt	Flow cytometry result	990
45838	Flow cytometry result in fcs format	242048	04283381.006.fcs	Flow cytometry result	990
45839	Flow cytometry result in text format	480237	04283381.006.txt	Flow cytometry result	990
45840	Flow cytometry result in fcs format	242048	04283381.007.fcs	Flow cytometry result	990
45841	Flow cytometry result in text format	470827	04283381.007.txt	Flow cytometry result	990
45842	Flow cytometry result in fcs format	242048	04283381.008.fcs	Flow cytometry result	990
45843	Flow cytometry result in text format	465299	04283381.008.txt	Flow cytometry result	990
45844	Flow cytometry result in fcs format	242048	04283401.001.fcs	Flow cytometry result	990
45845	Flow cytometry result in text format	474820	04283401.001.txt	Flow cytometry result	990
45846	Flow cytometry result in fcs format	242048	04283401.002.fcs	Flow cytometry result	990
45847	Flow cytometry result in text format	467022	04283401.002.txt	Flow cytometry result	990
45848	Flow cytometry result in fcs format	242048	04283401.003.fcs	Flow cytometry result	990
45849	Flow cytometry result in text format	472129	04283401.003.txt	Flow cytometry result	990
45850	Flow cytometry result in fcs format	242048	04283401.004.fcs	Flow cytometry result	990
45851	Flow cytometry result in text format	476599	04283401.004.txt	Flow cytometry result	990
45852	Flow cytometry result in fcs format	242048	04283401.005.fcs	Flow cytometry result	990
45853	Flow cytometry result in text format	471482	04283401.005.txt	Flow cytometry result	990
45854	Flow cytometry result in fcs format	242048	04283401.006.fcs	Flow cytometry result	990
45855	Flow cytometry result in text format	475890	04283401.006.txt	Flow cytometry result	990
45856	Flow cytometry result in fcs format	242048	04283401.007.fcs	Flow cytometry result	990
45857	Flow cytometry result in text format	471144	04283401.007.txt	Flow cytometry result	990
45858	Flow cytometry result in fcs format	242048	04283401.008.fcs	Flow cytometry result	990
45859	Flow cytometry result in text format	459266	04283401.008.txt	Flow cytometry result	990
45860	Flow cytometry result in fcs format	242048	04283421.001.fcs	Flow cytometry result	990
45861	Flow cytometry result in text format	408613	04283421.001.txt	Flow cytometry result	990
45862	Flow cytometry result in fcs format	238928	04283421.002.fcs	Flow cytometry result	990
45863	Flow cytometry result in text format	447937	04283421.002.txt	Flow cytometry result	990
45864	Flow cytometry result in fcs format	196808	04283421.005.fcs	Flow cytometry result	990
45865	Flow cytometry result in text format	373109	04283421.005.txt	Flow cytometry result	990
45866	Flow cytometry result in fcs format	207608	04283421.006.fcs	Flow cytometry result	990
45867	Flow cytometry result in text format	399813	04283421.006.txt	Flow cytometry result	990
45868	Flow cytometry result in fcs format	225068	04283421.007.fcs	Flow cytometry result	990
45869	Flow cytometry result in text format	429962	04283421.007.txt	Flow cytometry result	990
45870	Flow cytometry result in fcs format	22388	04283481.001.fcs	Flow cytometry result	990
45871	Flow cytometry result in text format	40021	04283481.001.txt	Flow cytometry result	990
45872	Flow cytometry result in fcs format	22028	04283481.002.fcs	Flow cytometry result	990
